observed_data_series,filename,DIAG_PCT_BIAS,DIAG_NASH_SUTCLIFFE,DIAG_LOG_NASH,DIAG_R2,DIAG_CUMUL_FLOW,DIAG_KLING_GUPTA,
HYDROGRAPH_ALL[1],Flow/TRAPPING_CREEK_NEAR_THE_MOUTH_Flow.rvt,-4.25562,0.766763,0.531871,0.779284,-0.0425562,0.741394,
