time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow [mm],Snow Melt (Liquid) [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
1270,1983-06-24,00:00:00.00,6.75901,0,0.291338,0,1.66632,0,1775.2,0,1.93828,0.0914064,62.1032,0,0.436607,0.0218303,0.0016438,0,1841.75,2933.96,1093.86,2.50111e-12
1271,1983-06-25,00:00:00.00,0,0,0.291338,0,1.62591,0,1777.01,0,0.141718,0.0676895,60.289,0,0.387547,0.0193774,0,0,1839.83,2933.96,1095.79,2.27374e-12
1272,1983-06-26,00:00:00.00,0,0,0.291338,0,1.58729,0,1777.04,0,0.108998,0.0561219,58.5323,0,0.349102,0.0174551,0,0,1837.99,2933.96,1097.63,2.50111e-12
1273,1983-06-27,00:00:00.00,0,0,0.291338,0,1.55432,0,1777.06,0,0.095746,0.0654985,56.8449,0,0.28663,0.0143315,0,0,1836.21,2933.96,1099.4,2.50111e-12
1274,1983-06-28,00:00:00.00,0,0,0.291338,0,1.52636,0,1777.07,0,0.0936789,0.090025,55.2235,0,0.199254,0.00996268,0,0,1834.5,2933.96,1101.11,2.27374e-12
1275,1983-06-29,00:00:00.00,0,0,0.291338,0,1.49333,0,1777.08,0,0.0853575,0.0814064,53.6646,0,0.147748,0.00738739,0,0,1832.85,2933.96,1102.77,2.04636e-12
1276,1983-06-30,00:00:00.00,9.03704,0,0.291338,0,1.46307,0,1783.07,3.7657e-19,3.09786,0.0745609,52.1738,0,0.124365,0.00621825,0.000401741,0,1840.3,2942.99,1104.35,2.95586e-12
1277,1983-07-01,00:00:00.00,2.11508,0,0.291338,0,1.4311,0,1787.18,0,1.09441,0.0490816,50.7357,0,0.104753,0.00523763,9.54465e-05,0,1840.89,2945.11,1105.88,1.59162e-12
1278,1983-07-02,00:00:00.00,9.72402,0.0195783,0.291338,0,1.47201,0,1791.82,0,2.37145,0.0391983,52.9971,0,0.0969335,0.00484667,0.000299704,0.00192882,1849.1,2954.85,1107.41,2.72848e-12
1279,1983-07-03,00:00:00.00,5.0453,0.0356779,0.291338,0,1.45351,0,1796.17,0,2.39132,0.0276229,52.1924,0,0.0919922,0.00459961,0.0002289,0.000717502,1852.62,2959.93,1108.97,3.63798e-12
1280,1983-07-04,00:00:00.00,0,0,0.291338,0,1.42486,0,1798.52,0,0.0487285,0.026941,50.7323,0,0.0717529,0.00358764,0,2.35955e-05,1851.11,2959.93,1110.48,2.27374e-12
1281,1983-07-05,00:00:00.00,0,0,0.291338,0,1.39758,0,1798.52,0,0.0448592,0.0279316,49.3253,0,0.0516381,0.0025819,0,0,1849.66,2959.93,1111.93,2.72848e-12
1282,1983-07-06,00:00:00.00,0,0,0.291338,0,1.37055,0,1798.53,0,0.0383317,0.0231493,47.9705,0,0.0389482,0.00194741,0,0,1848.26,2959.93,1113.33,2.95586e-12
1283,1983-07-07,00:00:00.00,0,0,0.291338,0,1.34387,0,1798.53,0,0.031606,0.0126065,46.6657,0,0.035153,0.00175765,0,0,1846.92,2959.93,1114.68,2.72848e-12
1284,1983-07-08,00:00:00.00,0,0,0.291338,0,1.31925,0,1798.54,0,0.0267911,0.00703224,45.4045,0,0.0319081,0.00159541,0,0,1845.62,2959.93,1115.97,2.50111e-12
1285,1983-07-09,00:00:00.00,14.537,0,0.291338,0,1.29809,0,1804.42,1.48348e-18,8.64853,0.0139561,44.2144,0,0.0268419,0.00134209,2.48637e-07,0,1858.91,2974.47,1117.22,4.54747e-13
1286,1983-07-10,00:00:00.00,0,0,0.291338,0,1.27557,0,1810.35,0,2.71755,0.00891066,43.0401,0,0.0228527,0.00114263,0,0,1857.71,2974.47,1118.42,3.18323e-12
1287,1983-07-11,00:00:00.00,3.15573,2.05947e-06,0.291338,0,1.25586,0,1814.41,9.03918e-20,1.72145,0.00687723,41.9896,0,0.0211849,0.00105924,0,0,1859.7,2977.63,1119.59,1.59162e-12
1288,1983-07-12,00:00:00.00,3.85573,0,0.291338,0,1.24047,0,1818.11,0,1.60288,0.00586032,41.1542,0,0.0190214,0.000951068,0,0,1862.43,2981.48,1120.71,2.04636e-12
1289,1983-07-13,00:00:00.00,4.83377,0,0.291338,0,1.23139,0,1822.23,0,1.73274,0.00577511,40.6541,0,0.016069,0.000803452,0,0,1866.16,2986.32,1121.82,6.82121e-13
1290,1983-07-14,00:00:00.00,3.88097,0,0.291338,0,1.21733,0,1826.04,0,1.525,0.00528007,39.8721,0,0.0129165,0.000645824,0,0,1868.96,2990.2,1122.9,3.86535e-12
1291,1983-07-15,00:00:00.00,3.83138,0.00894175,0.291338,0,1.20305,0,1829.48,0,1.66263,0.00388939,39.0984,0,0.0123656,0.000618279,0,0,1871.75,2994.04,1123.95,2.50111e-12
1292,1983-07-16,00:00:00.00,3.60582,0.0158061,0.291338,0,1.18837,0,1832.88,0,1.68865,0.00278589,38.2884,0,0.0120216,0.000601079,0,0,1874.35,2997.66,1124.97,2.50111e-12
1293,1983-07-17,00:00:00.00,2.18097,0,0.291338,0,1.17133,0,1835.8,0,0.945203,0.00311688,37.321,0,0.00998525,0.000499263,0,0,1875.54,2999.84,1125.96,2.72848e-12
1294,1983-07-18,00:00:00.00,0,0,0.291338,0,1.15491,0,1836.73,0,0.00690432,0.0033234,36.3823,0,0.00763553,0.000381777,0,0,1874.58,2999.84,1126.92,2.27374e-12
1295,1983-07-19,00:00:00.00,0,0,0.291338,0,1.13917,0,1836.74,0,0.00559946,0.0034845,35.4752,0,0.00531174,0.000265587,0,0,1873.66,2999.84,1127.84,2.95586e-12
1296,1983-07-20,00:00:00.00,5.26229,0,0.291338,0,1.12439,0,1841.05,2.08389e-19,0.941292,0.00410367,34.6054,0,0.00292651,0.000146326,0,0,1878.02,3005.1,1128.74,3.41061e-12
1297,1983-07-21,00:00:00.00,0,0,0.291338,0,1.10981,0,1841.99,0,0.00584196,0.00379371,33.7571,0,0.000905421,4.5271e-05,0,0,1877.16,3005.1,1129.6,1.81899e-12
1298,1983-07-22,00:00:00.00,0,0,0.291338,0,1.09568,0,1841.99,0,0.00536408,0.00279195,32.9366,0,0,0,0,0,1876.32,3005.1,1130.44,1.59162e-12
1299,1983-07-23,00:00:00.00,0,0,0.291338,0,1.08209,0,1841.99,0,0.0046412,0.00136113,32.1428,0,0,0,0,0,1875.51,3005.1,1131.25,1.81899e-12
1300,1983-07-24,00:00:00.00,0,0,0.291338,0,1.06918,0,1841.99,0,0.00401599,0.000188903,31.3745,0,0,0,0,0,1874.73,3005.1,1132.03,1.59162e-12
1301,1983-07-25,00:00:00.00,3.2436,0,0.291338,0,1.05694,0,1844.97,-1.91998e-19,0.26424,0,30.6326,0,0,0,0,0,1877.22,3008.34,1132.79,3.18323e-12
1302,1983-07-26,00:00:00.00,6.94687,0,0.291338,0,1.06575,0,1849.24,0,1.62467,0,31.1898,0,0,0,0.000226426,0,1883.41,3015.29,1133.54,2.27374e-13
1303,1983-07-27,00:00:00.00,0,0,0.291338,0,1.0536,0,1850.86,0,0.0036933,0,30.4515,0,0,0,0,0,1882.66,3015.29,1134.29,1.13687e-12
1304,1983-07-28,00:00:00.00,3.71753,0.000818937,0.291338,0,1.04209,0,1854.01,3.05982e-19,0.569123,0,29.743,0,0,0,0,0,1885.65,3019.01,1135.02,2.04636e-12
1305,1983-07-29,00:00:00.00,0,0,0.291338,0,1.03088,0,1854.57,0,0.00205589,0,29.0502,0,0,0,0,0,1884.95,3019.01,1135.72,1.13687e-12
1306,1983-07-30,00:00:00.00,0,0,0.291338,0,1.02012,0,1854.57,0,0.000982202,0,28.3789,0,0,0,0,0,1884.26,3019.01,1136.41,1.36424e-12
1307,1983-07-31,00:00:00.00,0,0,0.291338,0,1.00977,0,1854.57,0,0.000353754,0,27.7282,0,0,0,0,0,1883.6,3019.01,1137.07,1.13687e-12
1308,1983-08-01,00:00:00.00,0,0,0.291338,0,0.999819,0,1854.57,0,6.8056e-05,0,27.0975,0,0,0,0,0,1882.96,3019.01,1137.71,1.13687e-12
1309,1983-08-02,00:00:00.00,0,0,0.291338,0,0.990251,0,1854.57,0,1.05424e-05,0,26.486,0,0,0,0,0,1882.34,3019.01,1138.33,1.59162e-12
1310,1983-08-03,00:00:00.00,0,0,0.291338,0,0.981047,0,1854.57,0,1.63319e-06,0,25.8928,0,0,0,0,0,1881.74,3019.01,1138.93,1.59162e-12
1311,1983-08-04,00:00:00.00,0,0,0.291338,0,0.972189,0,1854.57,0,3.79549e-07,0,25.3173,0,0,0,0,0,1881.16,3019.01,1139.51,1.13687e-12
1312,1983-08-05,00:00:00.00,0,0,0.291338,0,0.963663,0,1854.57,0,1.0522e-07,0,24.7589,0,0,0,0,0,1880.59,3019.01,1140.08,9.09495e-13
1313,1983-08-06,00:00:00.00,0,0,0.291338,0,0.955452,0,1854.57,0,2.57658e-08,0,24.217,0,0,0,0,0,1880.04,3019.01,1140.63,1.36424e-12
1314,1983-08-07,00:00:00.00,0,0,0.291338,0,0.947544,0,1854.57,0,5.20054e-09,0,23.6908,0,0,0,0,0,1879.5,3019.01,1141.17,1.59162e-12
1315,1983-08-08,00:00:00.00,0,0,0.291338,0,0.939924,0,1854.57,0,1.29159e-09,0,23.1799,0,0,0,0,0,1878.99,3019.01,1141.68,1.13687e-12
1316,1983-08-09,00:00:00.00,0,0,0.291338,0,0.932581,0,1854.57,0,2.93543e-10,0,22.6836,0,0,0,0,0,1878.48,3019.01,1142.19,1.13687e-12
1317,1983-08-10,00:00:00.00,0,0,0.291338,0,0.925501,0,1854.57,0,6.52934e-11,0,22.2016,0,0,0,0,0,1877.99,3019.01,1142.68,9.09495e-13
1318,1983-08-11,00:00:00.00,25.9931,0,0.291338,0,0.919351,0,1860.16,-7.27035e-19,20.3691,0.000117975,21.7712,0,0,0,0.000766885,0,1903.51,3045,1143.15,9.09495e-13
1319,1983-08-12,00:00:00.00,22.3534,0,0.291338,0,1.65339,0,1865.84,0,19.909,6.91335,30.0514,0,0,0,0.000757445,0,1924.66,3067.36,1144.36,-2.27374e-13
1320,1983-08-13,00:00:00.00,0,0,0.291338,0,1.1319,0,1871.48,0,14.9507,3.51372e-05,35.3906,0,0,0,0,0,1923.24,3067.36,1145.77,1.13687e-12
1321,1983-08-14,00:00:00.00,0,0,0.291338,0,1.11725,0,1877.11,0,9.31903,0,34.525,0,0,0,0,0,1922.36,3067.36,1146.65,1.81899e-12
1322,1983-08-15,00:00:00.00,0,0,0.291338,0,1.10321,0,1882.86,0,3.56948,0,33.6876,0,0,0,0,0,1921.51,3067.36,1147.51,1.59162e-12
1323,1983-08-16,00:00:00.00,0,0,0.291338,0,1.08972,0,1886.41,0,0.0221279,0,32.877,0,0,0,0,0,1920.69,3067.36,1148.33,2.50111e-12
1324,1983-08-17,00:00:00.00,0,0,0.291338,0,1.07678,0,1886.43,0,0.00253823,0,32.0924,0,0,0,0,0,1919.89,3067.36,1149.13,9.09495e-13
1325,1983-08-18,00:00:00.00,0,0,0.291338,0,1.06436,0,1886.43,0,0.000437098,0,31.3326,0,0,0,0,0,1919.12,3067.36,1149.9,2.27374e-13
1326,1983-08-19,00:00:00.00,0,0,0.291338,0,1.05242,0,1886.43,0,8.21542e-05,0,30.5967,0,0,0,0,0,1918.37,3067.36,1150.65,1.59162e-12
1327,1983-08-20,00:00:00.00,0,0,0.291338,0,1.04095,0,1886.43,0,1.96287e-05,0,29.8837,0,0,0,0,0,1917.65,3067.36,1151.37,2.04636e-12
1328,1983-08-21,00:00:00.00,0,0,0.291338,0,1.02992,0,1886.43,0,5.52196e-06,0,29.1928,0,0,0,0,0,1916.94,3067.36,1152.07,1.36424e-12
1329,1983-08-22,00:00:00.00,0,0,0.291338,0,1.01932,0,1886.43,0,1.7112e-06,0,28.5231,0,0,0,0,0,1916.26,3067.36,1152.75,1.13687e-12
1330,1983-08-23,00:00:00.00,0,0,0.291338,0,1.00913,0,1886.43,0,5.9203e-07,0,27.8738,0,0,0,0,0,1915.6,3067.36,1153.41,6.82121e-13
1331,1983-08-24,00:00:00.00,0,0,0.291338,0,0.999318,0,1886.43,0,2.13519e-07,0,27.244,0,0,0,0,0,1914.96,3067.36,1154.05,1.36424e-12
1332,1983-08-25,00:00:00.00,0,0,0.291338,0,0.989877,0,1886.43,0,7.37307e-08,0,26.6332,0,0,0,0,0,1914.34,3067.36,1154.67,6.82121e-13
1333,1983-08-26,00:00:00.00,0,0,0.291338,0,0.980789,0,1886.43,0,2.64174e-08,0,26.0406,0,0,0,0,0,1913.74,3067.36,1155.27,6.82121e-13
1334,1983-08-27,00:00:00.00,0,0,0.291338,0,0.972038,0,1886.43,0,1.00008e-08,0,25.4654,0,0,0,0,0,1913.16,3067.36,1155.86,6.82121e-13
1335,1983-08-28,00:00:00.00,7.68753,0,0.291338,0,0.963765,0,1890.85,-7.65892e-20,3.00561,0,24.9159,0,0,0,0.249652,0,1920.28,3075.04,1156.43,1.13687e-12
1336,1983-08-29,00:00:00.00,0,0,0.291338,0,0.955636,0,1893.7,0,0.40383,0,24.3736,0,0,0,0,0,1919.73,3075.04,1156.98,2.27374e-13
1337,1983-08-30,00:00:00.00,5.2436,0,0.291338,0,0.955719,0,1897.19,-3.35312e-20,1.60868,0,24.3781,0,0,0,0.00246382,0,1924.43,3080.29,1157.52,2.27374e-13
1338,1983-08-31,00:00:00.00,0,0,0.291338,0,0.947881,0,1898.68,0,0.124237,0,23.8513,0,0,0,0,0,1923.89,3080.29,1158.05,1.13687e-12
1339,1983-09-01,00:00:00.00,1.64032,0,0.291338,0,0.940358,0,1899.93,0,0.51184,0,23.3413,0,0,0,0,0,1925.02,3081.93,1158.57,9.09495e-13
1340,1983-09-02,00:00:00.00,18.6354,0,0.291338,0,1.14819,0,1904.27,0,3.76366,1.59754,31.575,0,0,0,0.281659,0,1942.93,3100.56,1159.29,6.82121e-13
1341,1983-09-03,00:00:00.00,3.08331,0,0.291338,0,1.08244,0,1908.1,0,3.20037,0,32.4758,0,0,0,0.00162734,0,1945.15,3103.65,1160.15,1.81899e-12
1342,1983-09-04,00:00:00.00,0,0,0.291338,0,1.06981,0,1910.71,0,0.59858,0,31.7051,0,0,0,0,0,1944.37,3103.65,1160.94,1.13687e-12
1343,1983-09-05,00:00:00.00,2.89548,0.00557973,0.291338,0,1.05823,0,1912.85,0,1.3215,0,30.9894,0,0,0,0.000113082,0,1946.51,3106.55,1161.7,-6.82121e-13
1344,1983-09-06,00:00:00.00,0,0,0.291338,0,1.04655,0,1913.89,0,0.286407,0,30.2652,0,0,0,0,0,1945.78,3106.55,1162.43,9.09495e-13
1345,1983-09-07,00:00:00.00,0,0,0.291338,0,1.03533,0,1914.1,0,0.0743301,0,29.5635,0,0,0,0,0,1945.06,3106.55,1163.14,-2.27374e-13
1346,1983-09-08,00:00:00.00,0,0,0.291338,0,1.02454,0,1914.15,0,0.0241753,0,28.8833,0,0,0,0,0,1944.37,3106.55,1163.84,-9.09495e-13
1347,1983-09-09,00:00:00.00,1.99651,0.822334,0.291338,0,1.01418,0,1916.13,0,0.839818,0,28.2247,0,0.0243672,0.000461384,0,0.00109251,1946.52,3109.37,1164.51,1.81899e-12
1348,1983-09-10,00:00:00.00,2.55997,0.44742,0.291338,0,1.00459,0,1918.34,0,1.58678,0,27.6091,0,0.035088,0.00108383,2.34369e-05,0.00953834,1948.88,3112.37,1165.16,-1.59162e-12
1349,1983-09-11,00:00:00.00,3.3491,3.39077,0.291338,0,1.00586,0,1921.39,0,2.62938,0,27.6981,0,0.209657,0.00267087,0.384586,1.36684,1954.98,3119.11,1165.8,4.54747e-13
1350,1983-09-12,00:00:00.00,1.57308,0.0212357,0.291338,0,0.998597,0,1924.45,0,2.61302,0,27.2182,0,0.0342318,0.00171159,0.00195483,0.324837,1955.94,3120.71,1166.43,6.82121e-13
1351,1983-09-13,00:00:00.00,0,0,0.291338,0,0.989559,0,1926.46,0,0.933596,0,26.6277,0,0.0044919,0.000224595,0,0.00615764,1955.32,3120.71,1167.05,-9.09495e-13
1352,1983-09-14,00:00:00.00,2.1214,0.00377764,0.291338,0,0.980767,0,1928.26,0,1.25711,0,26.0504,0,0.000778134,3.89067e-05,8.5542e-05,0.000988057,1956.84,3122.83,1167.65,-1.36424e-12
1353,1983-09-15,00:00:00.00,0,0,0.291338,0,0.972034,0,1929.16,0,0.361047,0,25.4759,0,0,0,0,0.000693098,1956.26,3122.83,1168.24,2.04636e-12
1354,1983-09-16,00:00:00.00,0,0,0.291338,0,0.96361,0,1929.39,0,0.125847,0,24.9176,0,0,0,0,0.000421201,1955.69,3122.83,1168.8,9.09495e-13
1355,1983-09-17,00:00:00.00,2.66107,0.0517087,0.291338,0,0.955832,0,1931.19,0,1.01437,0,24.3952,0,0.000190969,9.54843e-06,2.47051e-05,0.00105619,1957.85,3125.55,1169.35,-2.27374e-13
1356,1983-09-18,00:00:00.00,1.65171,2.00896,0.291338,0,0.948124,0,1933.62,0,1.81513,0,23.8764,0,0.0760218,0.000379245,0.000710016,0.347709,1960.98,3129.21,1169.89,2.27374e-12
1357,1983-09-19,00:00:00.00,0,0,0.291338,0,0.940563,0,1934.88,0,0.902087,0,23.3642,0,0.076401,0,0,0.00092196,1960.46,3129.21,1170.41,4.54747e-13
1358,1983-09-20,00:00:00.00,0,0,0.291338,0,0.933272,0,1935.37,0,0.414704,0,22.8666,0,0.076401,0,0,0.000787785,1959.95,3129.21,1170.91,1.13687e-12
1359,1983-09-21,00:00:00.00,0,0,0.291338,0,0.926239,0,1935.6,0,0.205211,0,22.383,0,0.0557055,0.000476259,0,0.000702326,1959.46,3129.21,1171.4,1.13687e-12
1360,1983-09-22,00:00:00.00,0,0,0.291338,0,0.919712,0,1935.72,0,0.118649,0,21.9283,0,0.00867344,0.000432488,0,0.000615955,1958.99,3129.21,1171.88,9.09495e-13
1361,1983-09-23,00:00:00.00,0,0,0.291338,0,0.913203,0,1935.79,0,0.0571264,0,21.4735,0,0.000634897,3.17448e-05,0,0.000520423,1958.52,3129.21,1172.35,4.54747e-13
1362,1983-09-24,00:00:00.00,0,0,0.291338,0,0.906876,0,1935.82,0,0.0253529,0,21.029,0,0.00010902,5.45099e-06,0,0.000312579,1958.07,3129.21,1172.8,-2.27374e-13
1363,1983-09-25,00:00:00.00,0,0,0.291338,0,0.900761,0,1935.83,0,0.0123138,0,20.5964,0,0,0,0,0.000116523,1957.63,3129.21,1173.24,1.81899e-12
1364,1983-09-26,00:00:00.00,0,0,0.291338,0,0.894855,0,1935.84,0,0.00679921,0,20.1757,0,0,0,0,0,1957.21,3129.21,1173.66,1.36424e-12
1365,1983-09-27,00:00:00.00,0,0,0.291338,0,0.889149,0,1935.84,0,0.00414638,0,19.7663,0,0,0,0,0,1956.79,3129.21,1174.08,-2.27374e-13
1366,1983-09-28,00:00:00.00,0,0,0.291338,0,0.883637,0,1935.84,0,0.00273226,0,19.3679,0,0,0,0,0,1956.39,3129.21,1174.48,1.13687e-12
1367,1983-09-29,00:00:00.00,0,0,0.291338,0,0.878309,0,1935.84,0,0.00205017,0,18.9802,0,0,0,0,0,1955.99,3129.21,1174.87,4.54747e-13
1368,1983-09-30,00:00:00.00,0,0,0.291338,0,0.873158,0,1935.84,0,0.00158815,0,18.6029,0,0,0,0,0,1955.61,3129.21,1175.26,1.81899e-12
1369,1983-10-01,00:00:00.00,0,0,0.291338,0,0.868178,0,1935.84,0,0.00124102,0,18.2354,0,0,0,0,0,1955.24,3129.21,1175.63,2.27374e-12
1370,1983-10-02,00:00:00.00,0,0,0.291338,0,0.863362,0,1935.84,0,0.0010062,0,17.8776,0,0,0,0,0,1954.88,3129.21,1175.99,-9.09495e-13
1371,1983-10-03,00:00:00.00,0,0,0.291338,0,0.858703,0,1935.84,0,0.000773498,0,17.5291,0,0,0,0,0,1954.52,3129.21,1176.34,1.59162e-12
1372,1983-10-04,00:00:00.00,0,0,0.291338,0,0.854195,0,1935.84,0,0.000600604,0,17.1897,0,0,0,0,0,1954.18,3129.21,1176.69,6.82121e-13
1373,1983-10-05,00:00:00.00,0,0,0.291338,0,0.849832,0,1935.84,0,0.000473321,0,16.8589,0,0,0,0,0,1953.84,3129.21,1177.02,1.81899e-12
1374,1983-10-06,00:00:00.00,0,0,0.291338,0,0.845609,0,1935.84,0,0.000400354,0,16.5366,0,0,0,0,0,1953.52,3129.21,1177.35,-4.54747e-13
1375,1983-10-07,00:00:00.00,0,0,0.291338,0,0.84152,0,1935.84,0,0.00034062,0,16.2225,0,0,0,0,0,1953.2,3129.21,1177.67,-1.59162e-12
1376,1983-10-08,00:00:00.00,0,0,0.291338,0,0.83756,0,1935.84,0,0.000296153,0,15.9163,0,0,0,0,0,1952.89,3129.21,1177.98,2.95586e-12
1377,1983-10-09,00:00:00.00,0,0,0.291338,0,0.833724,0,1935.84,0,0.000253125,0,15.6178,0,0,0,0,0,1952.59,3129.21,1178.28,-9.09495e-13
1378,1983-10-10,00:00:00.00,0,0,0.291338,0,0.830009,0,1935.84,0,0.000216934,0,15.3267,0,0,0,0,0,1952.29,3129.21,1178.58,-4.54747e-13
1379,1983-10-11,00:00:00.00,0,0,0.291338,0,0.826408,0,1935.84,0,0.000191457,0,15.0428,0,0,0,0,0,1952,3129.21,1178.86,1.36424e-12
1380,1983-10-12,00:00:00.00,0,0,0.291338,0,0.822918,0,1935.84,0,0.000172278,0,14.7659,0,0,0,0,0,1951.72,3129.21,1179.14,1.59162e-12
1381,1983-10-13,00:00:00.00,0,0,0.291338,0,0.819535,0,1935.84,0,0.000155145,0,14.4958,0,0,0,0,0,1951.45,3129.21,1179.42,1.13687e-12
1382,1983-10-14,00:00:00.00,0,0,0.291338,0,0.816255,0,1935.84,0,0.000139256,0,14.2322,0,0,0,0,0,1951.18,3129.21,1179.68,1.81899e-12
1383,1983-10-15,00:00:00.00,0,0,0.291338,0,0.813074,0,1935.84,0,0.000124329,0,13.975,0,0,0,0,0,1950.92,3129.21,1179.94,-4.54747e-13
1384,1983-10-16,00:00:00.00,0,0,0.291338,0,0.809989,0,1935.84,0,0.000113228,0,13.7239,0,0,0,0,0,1950.67,3129.21,1180.2,2.50111e-12
1385,1983-10-17,00:00:00.00,0.043559,4.70852,0.291338,0,0.806997,0,1937.43,3.26722e-18,0.352681,0,13.4789,0,0.64148,0.0025366,0,2.16731,1955.17,3133.96,1180.45,1.81899e-12
1386,1983-10-18,00:00:00.00,0.147206,7.20488,0.291338,0,0.807037,0,1938.7,-6.97243e-20,0.915189,0,13.4861,0,3.20399,0.0511556,0.00251915,4.82631,1962.28,3141.31,1180.69,1.13687e-12
1387,1983-10-19,00:00:00.00,0.584084,2.92407,0.291338,0,0.811435,0,1939.96,2.98331e-18,1.87425,0,13.8446,0,3.7156,0.118576,0.00687246,4.91488,1965.54,3144.82,1180.94,1.59162e-12
1388,1983-10-20,00:00:00.00,0.488368,7.24502,0.291338,0,0.815015,0,1941.29,0,2.48182,0,14.1291,0,7.32,0.140538,0.0761276,6.46883,1973.01,3152.55,1181.2,2.72848e-12
1389,1983-10-21,00:00:00.00,1.70205,2.42807,0.291338,0,0.830804,0,1942.65,-1.86635e-19,3.60205,0,15.3595,0,7.02954,0.29761,0.36073,6.44757,1976.87,3156.68,1181.48,4.54747e-13
1390,1983-10-22,00:00:00.00,4.5056,1.72124,0.291338,0,0.860807,0,1944.2,9.62722e-20,4.95482,0.000320972,17.6422,0,6.23403,0.286417,1.90724,6.39474,1982.77,3162.91,1181.8,1.81899e-12
1391,1983-10-23,00:00:00.00,0,0,0.291338,0,0.870854,0,1945.84,6.84502e-22,5.53928,0,18.3952,0,4.52183,0.21294,0.769167,5.9674,1982.41,3162.91,1182.16,-6.82121e-13
1392,1983-10-24,00:00:00.00,0,0,0.291338,0,0.865935,0,1947.38,0,5.39147,0,18.0323,0,4.73382,0.000490415,0.0822806,5.26591,1982.04,3162.91,1182.53,6.82121e-13
1393,1983-10-25,00:00:00.00,0,4.83012,0.291338,0,0.861178,0,1948.77,0,5.2102,0,17.6788,0,5.79258,0.00133888,0.0127347,7.8899,1986.51,3167.74,1182.89,4.54747e-13
1394,1983-10-26,00:00:00.00,0,0,0.291338,0,0.859475,0,1949.98,0,5.80647,0,17.5422,0,4.60935,0.160016,0.00600741,6.90282,1986.16,3167.74,1183.24,6.82121e-13
1395,1983-10-27,00:00:00.00,0,0,0.291338,0,0.860012,0,1951.55,0,5.82102,0,17.575,0,3.88802,0.146422,0.00360352,5.67979,1985.81,3167.74,1183.59,-1.36424e-12
1396,1983-10-28,00:00:00.00,0,0,0.291338,0,0.857643,0,1953.08,0,5.6905,0,17.3959,0,3.48433,0.121627,0.00243315,4.53553,1985.46,3167.74,1183.94,2.04636e-12
1397,1983-10-29,00:00:00.00,0,0,0.291338,0,0.853148,0,1954.48,0,5.27596,0,17.0585,0,3.60595,0,0.00170402,3.55525,1985.12,3167.74,1184.28,-6.82121e-13
1398,1983-10-30,00:00:00.00,0,0,0.291338,0,0.848799,0,1955.82,0,4.77493,0,16.7298,0,3.59019,0.0143477,0.00139283,2.71495,1984.79,3167.74,1184.61,4.54747e-13
1399,1983-10-31,00:00:00.00,0.132717,6.27216,0.291338,0,0.845268,0,1957.18,0,5.13235,0,16.4629,0,4.66298,0.00944082,0.00343774,6.28045,1990.87,3174.14,1184.94,9.09495e-13
1400,1983-11-01,00:00:00.00,1.49448,2.23563,0.291338,0,0.849922,0,1958.42,0,5.95302,0,16.7912,0,5.33437,0.159985,0.230447,6.23757,1994.27,3177.87,1185.26,4.54747e-13
1401,1983-11-02,00:00:00.00,1.05966,6.83308,0.291338,0,0.855243,0,1959.72,0,6.56123,0,17.2123,0,9.46557,0.195601,0.381306,7.13982,2001.83,3185.77,1185.6,1.81899e-12
1402,1983-11-03,00:00:00.00,1.22813,4.08002,0.291338,0,0.863986,0,1960.89,0,7.25979,0,17.8583,0,11.5433,0.300027,0.56676,7.21385,2006.78,3191.08,1185.95,2.04636e-12
1403,1983-11-04,00:00:00.00,3.43544,2.39468,0.291338,0,0.891509,0,1962.1,0,8.18649,0,19.8067,0,11.6973,0.44846,1.65139,7.15481,2012.23,3196.91,1186.34,2.50111e-12
1404,1983-11-05,00:00:00.00,1.07593,3.56959,0.291338,0,0.894829,0,1963.32,0,8.83796,0,20.0293,0,13.7542,0.461817,1.43599,7.43043,2016.46,3201.55,1186.76,4.54747e-13
1405,1983-11-06,00:00:00.00,0,4.54225,0.291338,0,0.889061,0,1964.41,0,8.77396,0,19.6201,0,17.9097,0.00116166,0.793027,7.89932,2020.58,3206.09,1187.17,2.27374e-13
1406,1983-11-07,00:00:00.00,0.262065,6.86477,0.291338,0,0.888734,0,1965.31,0,9.11614,0,19.6178,0,21.9631,0.176239,0.556536,9.37992,2027.3,3213.22,1187.58,-2.27374e-13
1407,1983-11-08,00:00:00.00,0,2.68946,0.291338,0,0.883185,0,1966.18,0,9.03149,0,19.2203,0,24.5462,0.00193556,0.303883,9.13348,2029.59,3215.91,1187.98,6.82121e-13
1408,1983-11-09,00:00:00.00,0,0,0.291338,0,0.877824,0,1967,0,8.95017,0,18.8336,0,24.5163,0.00222501,0.177665,8.55016,2029.2,3215.91,1188.37,2.27374e-13
1409,1983-11-10,00:00:00.00,0,0,0.291338,0,0.872644,0,1967.78,0,8.83885,0,18.4573,0,24.5185,0,0.0885685,7.96567,2028.81,3215.91,1188.76,-2.27374e-13
