time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow [mm],Snow Melt (Liquid) [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
0,1980-01-01,00:00:00.00,---,---,0.291338,0,1.36893,0,0,0,0,0,0,0,0,0,0,0,1.66026,0,0,0
1,1980-01-02,00:00:00.00,0,3.10912,0.291338,0,0.684463,0,0.539762,0,0,0,0,0,0.797238,0,0,1.77212,4.08492,3.10912,0.684463,8.88178e-16
2,1980-01-03,00:00:00.00,0,0,0.291338,0,0.684463,0,0.884974,0,0,0,0,0,0.797238,0,0,1.42691,4.08492,3.10912,0.684463,8.88178e-16
3,1980-01-04,00:00:00.00,0,0,0.291338,0,0.684463,0,1.18566,0,0,0,0,0,0.797238,0,0,1.12622,4.08492,3.10912,0.684463,0
4,1980-01-05,00:00:00.00,0,0,0.291338,0,0.684463,0,1.51246,0,0,0,0,0,0.797238,0,0,0.799419,4.08492,3.10912,0.684463,0
5,1980-01-06,00:00:00.00,0,0,0.291338,0,0.684463,0,1.76243,0,0,0,0,0,0.797238,0,0,0.549456,4.08492,3.10912,0.684463,8.88178e-16
6,1980-01-07,00:00:00.00,0,0,0.291338,0,0.684463,0,1.92384,0,0,0,0,0,0.797238,0,0,0.388044,4.08492,3.10912,0.684463,8.88178e-16
7,1980-01-08,00:00:00.00,0,2.4806,0.291338,0,0.684463,0,2.15724,0,0,0,0,0,1.32612,0,0,2.10636,6.56552,5.58972,0.684463,1.77636e-15
8,1980-01-09,00:00:00.00,0,2.93995,0.291338,0,0.684463,0,2.38838,0,0,0,0,0,2.41092,0,0,3.73037,9.50547,8.52967,0.684463,-1.77636e-15
9,1980-01-10,00:00:00.00,0,3.47732,0.291338,0,0.684463,0,2.57771,0,0,0,0,0,3.96888,0,0,5.46041,12.9828,12.007,0.684463,-3.55271e-15
10,1980-01-11,00:00:00.00,0,0,0.291338,0,0.684463,0,2.75745,0,0,0,0,0,3.96888,0,0,5.28066,12.9828,12.007,0.684463,-1.77636e-15
11,1980-01-12,00:00:00.00,0,3.92684,0.291338,0,0.684463,0,2.99543,0,0,0,0,0,4.83736,0,0,8.10104,16.9096,15.9338,0.684463,8.88178e-15
12,1980-01-13,00:00:00.00,0,0,0.291338,0,0.684463,0,3.37212,0,0,0,0,0,4.83736,0,0,7.72435,16.9096,15.9338,0.684463,5.32907e-15
13,1980-01-14,00:00:00.00,0,0,0.291338,0,0.684463,0,3.67048,0,0,0,0,0,4.83736,0,0,7.42599,16.9096,15.9338,0.684463,-5.32907e-15
14,1980-01-15,00:00:00.00,0,7.77077,0.291338,0,0.684463,0,4.00499,0,0,0,0,0,6.86803,0,0,12.8316,24.6804,23.7046,0.684463,7.10543e-15
15,1980-01-16,00:00:00.00,0,2.9255,0.291338,0,0.684463,0,4.34883,0,0,0,0,0,9.37985,0,0,12.9014,27.6059,26.6301,0.684463,7.10543e-15
16,1980-01-17,00:00:00.00,0,7.90815,0.291338,0,0.684463,0,4.79272,0,0,0,0,0,16.0923,0,0,13.6532,35.5141,34.5383,0.684463,-7.10543e-15
17,1980-01-18,00:00:00.00,0,0,0.291338,0,0.684463,0,5.15623,0,0,0,0,0,16.0923,0,0,13.2897,35.5141,34.5383,0.684463,7.10543e-15
18,1980-01-19,00:00:00.00,0,0,0.291338,0,0.684463,0,5.40044,0,0,0,0,0,16.0923,0,0,13.0455,35.5141,34.5383,0.684463,0
19,1980-01-20,00:00:00.00,0,0,0.291338,0,0.684463,0,5.61257,0,0,0,0,0,16.0923,0,0,12.8334,35.5141,34.5383,0.684463,0
20,1980-01-21,00:00:00.00,0,0,0.291338,0,0.684463,0,5.91936,0,0,0,0,0,16.0923,0,0,12.5266,35.5141,34.5383,0.684463,0
21,1980-01-22,00:00:00.00,0,0,0.291338,0,0.684463,0,6.26727,0,0,0,0,0,16.0923,0,0,12.1787,35.5141,34.5383,0.684463,-7.10543e-15
22,1980-01-23,00:00:00.00,0,0,0.291338,0,0.684463,0,6.63686,0,0,0,0,0,16.0923,0,0,11.8091,35.5141,34.5383,0.684463,0
23,1980-01-24,00:00:00.00,0,0,0.291338,0,0.684463,0,7.11831,0,0,0,0,0,16.0923,0,0,11.3276,35.5141,34.5383,0.684463,0
24,1980-01-25,00:00:00.00,0,0,0.291338,0,0.684463,0,7.57141,0,0,0,0,0,16.0923,0,0,10.8745,35.5141,34.5383,0.684463,0
25,1980-01-26,00:00:00.00,0,0,0.291338,0,0.684463,0,7.92425,0,0,0,0,0,16.0923,0,0,10.5217,35.5141,34.5383,0.684463,0
26,1980-01-27,00:00:00.00,0,0,0.291338,0,0.684463,0,8.16764,0,0,0,0,0,16.0923,0,0,10.2783,35.5141,34.5383,0.684463,0
27,1980-01-28,00:00:00.00,0,0,0.291338,0,0.684463,0,8.35172,0,0,0,0,0,16.0923,0,0,10.0942,35.5141,34.5383,0.684463,-7.10543e-15
28,1980-01-29,00:00:00.00,0,0,0.291338,0,0.684463,0,8.51611,0,0,0,0,0,16.0923,0,0,9.92981,35.5141,34.5383,0.684463,0
29,1980-01-30,00:00:00.00,0,0,0.291338,0,0.684463,0,8.6724,0,0,0,0,0,16.0923,0,0,9.77352,35.5141,34.5383,0.684463,-7.10543e-15
30,1980-01-31,00:00:00.00,0,0,0.291338,0,0.684463,0,8.87813,0,0,0,0,0,16.0923,0,0,9.56779,35.5141,34.5383,0.684463,0
31,1980-02-01,00:00:00.00,0,0,0.291338,0,0.684463,0,9.14473,0,0,0,0,0,16.0923,0,0,9.30119,35.5141,34.5383,0.684463,0
32,1980-02-02,00:00:00.00,0,4.96094,0.291338,0,0.684463,0,9.56248,0,0,0,0,0,17.3137,0,0,12.6231,40.475,39.4992,0.684463,0
33,1980-02-03,00:00:00.00,0,5.70487,0.291338,0,0.684463,0,10.0774,0,0,0,0,0,22.139,0,0,12.9876,46.1799,45.2041,0.684463,-2.84217e-14
34,1980-02-04,00:00:00.00,0,2.23436,0.291338,0,0.684463,0,10.7012,0,0,0,0,0,24.0777,0,0,12.6595,48.4142,47.4384,0.684463,-1.42109e-14
35,1980-02-05,00:00:00.00,0,0,0.291338,0,0.684463,0,11.3325,0,0,0,0,0,24.0777,0,0,12.0282,48.4142,47.4384,0.684463,0
36,1980-02-06,00:00:00.00,0,5.35536,0.291338,0,0.684463,0,11.9427,0,0,0,0,0,26.8344,0,0,14.0167,53.7696,52.7938,0.684463,-2.13163e-14
37,1980-02-07,00:00:00.00,0,0,0.291338,0,0.684463,0,12.5983,0,0,0,0,0,26.8344,0,0,13.3611,53.7696,52.7938,0.684463,-1.42109e-14
38,1980-02-08,00:00:00.00,0,0,0.291338,0,0.684463,0,13.2985,0,0,0,0,0,26.8344,0,0,12.6609,53.7696,52.7938,0.684463,-7.10543e-15
39,1980-02-09,00:00:00.00,0,0,0.291338,0,0.684463,0,13.9813,0,0,0,0,0,26.8344,0,0,11.978,53.7696,52.7938,0.684463,-1.42109e-14
40,1980-02-10,00:00:00.00,0,0,0.291338,0,0.684463,0,14.7274,0,0,0,0,0,26.8344,0,0,11.232,53.7696,52.7938,0.684463,-1.42109e-14
41,1980-02-11,00:00:00.00,0,0,0.291338,0,0.684463,0,15.4772,0,0,0,0,0,26.8344,0,0,10.4822,53.7696,52.7938,0.684463,-1.42109e-14
42,1980-02-12,00:00:00.00,0,0,0.291338,0,0.684463,0,16.1065,0,0,0,0,0,26.8344,0,0,9.8529,53.7696,52.7938,0.684463,0
43,1980-02-13,00:00:00.00,0,0,0.291338,0,0.684463,0,16.8192,0,0,0,0,0,26.8344,0,0,9.14021,53.7696,52.7938,0.684463,-1.42109e-14
44,1980-02-14,00:00:00.00,0,2.07174,0.291338,0,0.684463,0,17.3994,0,0,0,0,0,27.2863,0,0,10.1799,55.8413,54.8655,0.684463,-4.26326e-14
45,1980-02-15,00:00:00.00,0,3.43995,0.291338,0,0.684463,0,17.8386,0,0,0,0,0,29.7841,0,0,10.6828,59.2813,58.3055,0.684463,-2.84217e-14
46,1980-02-16,00:00:00.00,0,4.15863,0.291338,0,0.684463,0,18.4048,0,0,0,0,0,32.9118,0,0,11.1475,63.4399,62.4641,0.684463,-4.26326e-14
47,1980-02-17,00:00:00.00,0,1.82781,0.291338,0,0.684463,0,19.0741,0,0,0,0,0,34.3443,0,0,10.8735,65.2677,64.2919,0.684463,0
48,1980-02-18,00:00:00.00,0,5.53339,0.291338,0,0.684463,0,19.8598,0,0,0,0,0,38.5292,0,0,11.4364,70.8011,69.8253,0.684463,1.42109e-14
49,1980-02-19,00:00:00.00,0,0,0.291338,0,0.684463,0,20.7583,0,0,0,0,0,38.5292,0,0,10.5378,70.8011,69.8253,0.684463,-1.42109e-14
50,1980-02-20,00:00:00.00,0,7.02356,0.291338,0,0.684463,0,21.7407,0,0.0224908,0,0,0,42.2865,0.145444,0,12.6538,77.8247,76.8489,0.684463,2.84217e-14
51,1980-02-21,00:00:00.00,0,6.58618,0.291338,0,0.684463,0,22.6574,0,0.0215503,0,0,0,48.9323,0,0,11.8238,84.4109,83.4351,0.684463,-1.42109e-14
52,1980-02-22,00:00:00.00,0,0,0.291338,0,0.684463,0,23.6053,0,0.0206147,0,0,0,48.9323,0,0,10.8769,84.4109,83.4351,0.684463,0
53,1980-02-23,00:00:00.00,0,0,0.291338,0,0.684463,0,24.421,0,0.0198361,0,0,0,48.9323,0,0,10.062,84.4109,83.4351,0.684463,-2.84217e-14
54,1980-02-24,00:00:00.00,0,0,0.291338,0,0.684463,0,25.2967,0,0.019042,0,0,0,48.9323,0,0,9.1871,84.4109,83.4351,0.684463,-1.42109e-14
55,1980-02-25,00:00:00.00,0,3.53242,0.291338,0,0.684463,0,25.9915,0,0.0184282,0,0,0,49.7646,0,0,11.1929,87.9433,86.9675,0.684463,1.42109e-14
56,1980-02-26,00:00:00.00,0,2.76094,0.291338,0,0.684463,0,26.957,0,0.0176167,0,0,0,51.9667,0,0,10.787,90.7042,89.7284,0.684463,1.42109e-14
57,1980-02-27,00:00:00.00,0,3.65536,0.291338,0,0.684463,0,28.0768,0,0.025863,0,0,0,54.7092,0.176714,0,10.3952,94.3596,93.3838,0.684463,0
58,1980-02-28,00:00:00.00,0.111219,4.14742,0.291338,0,0.685158,0,29.2687,0,0.380242,0,0.132641,0,57.1333,0.955411,8.30191e-06,9.77077,98.6175,97.6424,0.685158,-2.84217e-14
59,1980-02-29,00:00:00.00,0,2.8806,0.291338,0,0.685641,0,30.4527,0,0.610153,0,0.217882,0,59.5941,0.805199,0,8.83919,101.496,100.523,0.687032,0
60,1980-03-01,00:00:00.00,0,0,0.291338,0,0.686625,0,31.6678,0,0.884554,0,0.371626,0,59.1671,0.767407,0,7.65648,101.493,100.523,0.690373,0
61,1980-03-02,00:00:00.00,0,0,0.291338,0,0.686611,0,32.87,0,0.890206,0,0.369541,0,59.5585,0.325644,0,6.49676,101.489,100.523,0.694685,2.84217e-14
62,1980-03-03,00:00:00.00,0,3.47732,0.291338,0,0.686755,0,34.1058,0,0.931063,0,0.385292,0,60.301,0.257358,0,8.00291,104.961,104,0.699126,-1.42109e-14
63,1980-03-04,00:00:00.00,0,5.19274,0.291338,0,0.686718,0,35.2901,0,0.888383,0,0.380782,0,64.3696,0.00671092,0,8.23607,110.15,109.193,0.703673,0
64,1980-03-05,00:00:00.00,0,3.05208,0.291338,0,0.686681,0,36.2329,0,0.854655,0,0.376345,0,66.5945,0,0,8.1609,113.197,112.245,0.708147,0
65,1980-03-06,00:00:00.00,0,0,0.291338,0,0.686645,0,37.1907,0,0.821532,0,0.37198,0,66.5945,0,0,7.23621,113.193,112.245,0.712548,0
66,1980-03-07,00:00:00.00,0,0,0.291338,0,0.68661,0,38.1844,0,0.788644,0,0.367685,0,66.5945,0,0,6.27539,113.189,112.245,0.716878,1.42109e-14
67,1980-03-08,00:00:00.00,0,0,0.291338,0,0.686576,0,39.3041,0,0.73671,0,0.36346,0,66.5945,0,0,5.20763,113.184,112.245,0.721138,1.42109e-14
68,1980-03-09,00:00:00.00,0,0,0.291338,0,0.686542,0,40.5683,0,0.652669,0,0.359301,0,66.5945,3.44844e-06,0,4.02743,113.18,112.245,0.72533,1.42109e-14
69,1980-03-10,00:00:00.00,0,9.75439,0.291338,0,0.686509,0,41.827,0,0.619111,0,0.355209,0,69.3479,0,0,9.80327,122.93,122,0.729455,2.84217e-14
70,1980-03-11,00:00:00.00,0,0,0.291338,0,0.686476,0,43.1483,0,0.585588,0,0.351182,0,69.3479,3.43982e-06,0,8.51546,122.926,122,0.733515,4.26326e-14
71,1980-03-12,00:00:00.00,0,0,0.291338,0,0.686445,0,44.5158,0,0.553511,0,0.347218,0,69.3098,0.0381208,0,7.18007,122.922,122,0.737511,-1.42109e-14
72,1980-03-13,00:00:00.00,0,7.75633,0.291338,0,0.686414,0,45.7641,0,0.52497,0,0.343316,0,72.2189,0,0,10.8456,130.675,129.756,0.741444,8.52651e-14
73,1980-03-14,00:00:00.00,0,0,0.291338,0,0.686383,0,47.1695,0,0.49542,0,0.339475,0,72.1818,0.0370878,0,9.46974,130.671,129.756,0.745315,5.68434e-14
74,1980-03-15,00:00:00.00,0,0,0.291338,0,0.686353,0,48.5761,0,0.467963,0,0.335693,0,72.2009,0.017013,0,8.09168,130.667,129.756,0.749126,0
75,1980-03-16,00:00:00.00,0,0,0.291338,0,0.686324,0,49.8769,0,0.442865,0,0.331971,0,72.2179,0,0,6.81595,130.663,129.756,0.752878,-2.84217e-14
76,1980-03-17,00:00:00.00,0,0,0.291338,0,0.686295,0,51.1333,0,0.417779,0,0.328305,0,72.2179,0,0,5.58459,130.66,129.756,0.756572,0
77,1980-03-18,00:00:00.00,0,0,0.291338,0,0.686267,0,52.5562,0,0.371235,0,0.324696,0,72.1288,0.0838696,0,4.21352,130.656,129.756,0.76021,0
78,1980-03-19,00:00:00.00,0,0,0.291338,0,0.686678,0,53.9268,0,0.391384,0,0.370995,0,71.8322,0.239468,0,2.91308,130.652,129.756,0.76423,0
79,1980-03-20,00:00:00.00,0,0,0.291338,0,0.68974,0,55.2682,0,0.542095,0,0.753708,0,70.3504,1.04454,0,1.70437,130.644,129.756,0.771723,0
80,1980-03-21,00:00:00.00,0,0,0.291338,0,0.68964,0,56.2884,0,0.380917,0,0.743352,0,71.3897,0.00526912,0,0.845345,130.634,129.756,0.782178,2.84217e-14
81,1980-03-22,00:00:00.00,0,0,0.291338,0,0.690351,0,57.0347,0,0.375387,0,0.809611,0,70.7668,0.426935,0,0.227744,130.623,129.756,0.793244,-2.84217e-14
82,1980-03-23,00:00:00.00,0,0,0.291338,0,0.697362,0,57.4306,0,0.722177,0,1.63865,0,68.1971,1.57686,0,0.0500329,130.604,129.756,0.812032,-5.68434e-14
83,1980-03-24,00:00:00.00,0,0,0.291338,0,0.700792,0,57.7304,0,0.928621,0,1.9736,0,67.6038,1.31963,0,0.0267203,130.575,129.756,0.841261,2.84217e-14
84,1980-03-25,00:00:00.00,0,0,0.291338,0,0.700423,0,58.0198,0,0.645252,0,1.94168,0,68.9234,0,0,0.020651,130.543,129.756,0.87355,-2.84217e-14
85,1980-03-26,00:00:00.00,0,0,0.291338,0,0.700065,0,58.2298,0,0.439236,0,1.91048,0,68.9234,1.60633e-06,0,0.0166534,130.511,129.756,0.905113,0
86,1980-03-27,00:00:00.00,0.000826822,2.92929,0.291338,0,0.700668,0,59.9452,0,0.537517,0,1.95546,0,69.0026,0.329215,0,0.647284,133.409,132.686,0.936921,-5.68434e-14
87,1980-03-28,00:00:00.00,0,0,0.291338,0,0.702755,0,60.7604,0,0.544475,0,2.1338,0,68.4184,0.489945,0,0.0336408,133.375,132.686,0.971418,-1.13687e-13
88,1980-03-29,00:00:00.00,0,4.22356,0.291338,0,0.702327,0,62.3938,0,0.50698,0,2.09807,0,69.8081,0.000239105,0,1.76138,137.562,136.91,1.00757,2.84217e-14
89,1980-03-30,00:00:00.00,0,0,0.291338,0,0.701913,0,63.843,0,0.398333,0,2.06317,0,69.8084,0,0,0.420792,137.527,136.91,1.04289,8.52651e-14
90,1980-03-31,00:00:00.00,0,0,0.291338,0,0.701511,0,64.348,0,0.266446,0,2.02908,0,69.8019,0.00019582,0,0.0539056,137.492,136.91,1.07739,5.68434e-14
91,1980-04-01,00:00:00.00,0,0,0.291338,0,0.701121,0,64.4729,0,0.173032,0,1.99576,0,69.8016,0.000178321,0,0.0228292,137.459,136.91,1.11109,0
92,1980-04-02,00:00:00.00,0,0,0.291338,0,0.703836,0,64.597,0,0.402111,0,2.22909,0,68.2608,0.927973,0,0.0105045,137.423,136.91,1.14713,2.84217e-14
93,1980-04-03,00:00:00.00,0,0,0.291338,0,0.70349,0,64.7627,0,0.311891,0,2.19981,0,68.7247,0.383127,0,0.00723924,137.384,136.91,1.18553,8.52651e-14
94,1980-04-04,00:00:00.00,0,0,0.291338,0,0.703648,0,64.892,0,0.328793,0,2.21175,0,68.537,0.377052,0,0.00442127,137.346,136.91,1.22374,2.84217e-14
95,1980-04-05,00:00:00.00,0.00158767,3.49861,0.291338,0,0.704575,0,66.7859,0,0.479356,0,2.2962,0,68.8655,0.487078,0,0.897072,140.807,140.41,1.26304,8.52651e-14
96,1980-04-06,00:00:00.00,0.0336701,5.23405,0.291338,0,0.70718,0,68.7854,0,0.84053,0,2.55507,0,69.9292,0.629108,0,2.29403,146.032,145.677,1.30586,2.84217e-14
97,1980-04-07,00:00:00.00,0.0438488,3.15729,0.291338,0,0.711536,0,70.7971,0,1.12508,0,2.99195,0,70.3571,0.884256,0,2.02484,149.183,148.879,1.35565,2.84217e-14
98,1980-04-08,00:00:00.00,0,0,0.291338,0,0.710984,0,72.6184,0,0.935612,0,2.94693,0,70.609,0.523801,0,0.493594,149.13,148.879,1.40925,0
99,1980-04-09,00:00:00.00,0.0471056,3.533,0.291338,0,0.71355,0,74.695,0,1.1767,0,3.19721,0,70.5161,0.730892,0,1.33337,152.654,152.459,1.46486,0
100,1980-04-10,00:00:00.00,0.0245162,5.0418,0.291338,0,0.715881,0,76.845,0,1.43426,0,3.41489,0,71.7726,0.832068,0,2.35386,157.66,157.525,1.52536,5.68434e-14
101,1980-04-11,00:00:00.00,0,0,0.291338,0,0.723719,0,78.9534,0,1.65004,0,4.18741,0,69.9421,1.2293,0,0.611954,157.589,157.525,1.59604,2.84217e-14
102,1980-04-12,00:00:00.00,0,0,0.291338,0,0.738639,0,80.2937,-1.6233e-19,1.68019,0,5.68171,0,67.0032,1.74444,0,0.0625967,157.496,157.525,1.68947,2.84217e-14
103,1980-04-13,00:00:00.00,0,0,0.291338,0,0.786396,0,81.8044,0,2.40859,0.175586,9.51409,0,59.6129,2.73783,0,0.00865414,157.34,157.525,1.84558,-8.52651e-14
104,1980-04-14,00:00:00.00,0,0,0.291338,0,0.904932,0,83.5465,0,2.99452,0.944238,15.7115,0,50.1787,2.44258,0,0.0031058,157.017,157.525,2.16798,-5.68434e-14
105,1980-04-15,00:00:00.00,2.30568,0.172998,0.291338,0,1.04586,0,86.0726,0,4.07829,1.60751,22.2093,0,41.5454,2.05008,1.10373e-05,0.0138262,158.914,160.004,2.74985,1.7053e-13
106,1980-04-16,00:00:00.00,0,0,0.291338,0,1.09319,0,88.3079,0,3.31026,1.18051,27.2015,0,35.0249,1.73283,0,0.00159043,158.144,160.004,3.51997,2.84217e-14
107,1980-04-17,00:00:00.00,0,0,0.291338,0,1.1774,0,90.1026,0,2.94368,1.26462,31.7902,0,28.2716,1.39962,0,0.00129315,157.242,160.004,4.42164,0
108,1980-04-18,00:00:00.00,0,0,0.291338,0,1.22638,0,91.8705,0,2.59998,0.983107,36.4061,0,21.7447,1.08435,0,0.00105743,156.207,160.004,5.45651,0
109,1980-04-19,00:00:00.00,0,0,0.291338,0,1.22717,0,93.4042,0,2.03046,0.310107,39.0698,0,17.8978,0.891104,0,0.000825299,155.123,160.004,6.54113,-2.84217e-14
110,1980-04-20,00:00:00.00,8.22099,1.17563,0.291338,0,1.31724,0,96.8483,-1.71257e-18,4.01596,0.635427,42.7979,0,15.1939,0.755055,0.827129,0.661745,163.344,169.4,7.71661,-5.68434e-14
111,1980-04-21,00:00:00.00,4.22884,0.517585,0.291338,0,1.34239,0,100.422,0,4.85933,0.423107,44.8647,0,12.7617,0.63389,0.563417,0.637578,166.8,174.147,9.00731,8.52651e-14
112,1980-04-22,00:00:00.00,0,0,0.291338,0,1.37891,0,103.661,0,3.21925,0.602014,46.2888,0,9.30869,0.463849,0.000477229,0.232853,165.447,174.147,10.3597,0
113,1980-04-23,00:00:00.00,0,0,0.291338,0,1.40514,0,105.221,0,2.35387,0.657832,47.2744,0,6.49916,0.324646,0,0.00475997,164.032,174.147,11.7748,-5.68434e-14
114,1980-04-24,00:00:00.00,1.56741,0.00123392,0.291338,0,1.44427,0,107.169,0,2.23494,0.880587,47.492,0,4.3881,0.219405,0,0.000853231,164.12,175.715,13.2553,2.84217e-14
115,1980-04-25,00:00:00.00,1.12463,0.00498076,0.291338,0,1.40924,0,108.954,0,1.71707,0.47498,47.327,0,3.41961,0.17098,0,0.000682318,163.765,176.845,14.7399,-5.68434e-14
116,1980-04-26,00:00:00.00,0,0,0.291338,0,1.38712,0,109.969,0,0.831847,0.377386,46.6585,0,2.68812,0.134406,0,0.000374981,162.338,176.845,16.1673,0
117,1980-04-27,00:00:00.00,0,0,0.291338,0,1.3793,0,110.432,0,0.490582,0.377605,45.9085,0,1.963,0.0981499,0,6.31949e-05,160.94,176.845,17.5648,-2.84217e-14
118,1980-04-28,00:00:00.00,0,0,0.291338,0,1.36107,0,110.698,0,0.299512,0.372627,44.9828,0,1.48899,0.0744495,0,0,159.569,176.845,18.9363,-8.52651e-14
119,1980-04-29,00:00:00.00,13.1023,0.000694838,0.291338,0,1.41253,0,115.672,-3.74284e-17,5.9612,0.512663,46.1507,0,1.17358,0.0586791,0.0350185,3.99769e-05,171.267,189.948,20.3409,-1.98952e-13
120,1980-04-30,00:00:00.00,0,0,0.291338,0,1.35591,0,120.04,0,1.66837,0.264491,45.1299,0,1.06452,0.0532262,0.00011692,0,169.868,189.948,21.7405,-5.68434e-14
121,1980-05-01,00:00:00.00,0,0,0.291338,0,1.32279,0,121.477,0,0.261132,0.161294,44.0897,0,0.909746,0.0454873,0,0,168.558,189.948,23.0502,2.84217e-14
122,1980-05-02,00:00:00.00,0,0,0.291338,0,1.30176,0,121.569,0,0.201684,0.1431,43.0477,0,0.712279,0.0356139,0,0,167.302,189.948,24.3059,5.68434e-14
123,1980-05-03,00:00:00.00,0,0,0.291338,0,1.29371,0,121.622,0,0.183251,0.208407,42.0306,0,0.425753,0.0212877,0,0,166.076,189.948,25.5324,-5.68434e-14
124,1980-05-04,00:00:00.00,0,0,0.291338,0,1.26677,0,121.677,0,0.147023,0.135907,41.0374,0,0.312754,0.0156377,0,0,164.884,189.948,26.724,0
125,1980-05-05,00:00:00.00,0,0,0.291338,0,1.24738,0,121.72,0,0.123914,0.126777,40.0261,0,0.193686,0.00968432,0,0,163.739,189.948,27.8692,2.84217e-14
126,1980-05-06,00:00:00.00,18.1997,0,0.291338,0,1.24805,0,127.305,-3.25261e-18,12.3898,0.208992,39.2387,0,0.121035,0.00605176,0.00287452,0,180.812,208.148,28.9957,2.84217e-14
127,1980-05-07,00:00:00.00,4.21486,0.000211842,0.291338,0,1.23361,0,132.652,0,10.522,0.140366,38.9982,0,0.0707099,0.00353549,0.00316767,0,183.915,212.363,30.1084,8.52651e-14
128,1980-05-08,00:00:00.00,0,0,0.291338,0,1.2049,0,137.895,0,5.28935,0.0693853,38.0377,0,0.0541336,0.00270668,0.000176454,0,182.845,212.363,31.178,5.68434e-14
129,1980-05-09,00:00:00.00,2.19227,0.00278228,0.291338,0,1.18277,0,142.899,0,2.47341,0.0326881,37.0965,0,0.0435344,0.00217672,0,0,184.021,214.558,32.1967,-2.84217e-14
130,1980-05-10,00:00:00.00,5.08089,0.0253295,0.291338,0,1.17623,0,147.061,0,2.68755,0.0189271,36.862,0,0.0377862,0.00188931,7.77851e-05,0.000329409,188.137,219.664,33.1868,-8.52651e-14
131,1980-05-11,00:00:00.00,0,0,0.291338,0,1.15888,0,149.704,0,0.0470218,0.012346,35.9312,0,0.0254233,0.00127117,0,0,187.171,219.664,34.153,1.13687e-13
132,1980-05-12,00:00:00.00,5.05153,0.00190021,0.291338,0,1.14308,0,153.665,-2.708e-20,1.11765,0.0116382,35.044,0,0.0177601,0.000888007,0,0,191.292,224.717,35.086,-8.52651e-14
133,1980-05-13,00:00:00.00,3.68787,0.00293844,0.291338,0,1.13014,0,156.719,0,1.56399,0.00768589,34.351,0,0.0142384,0.00071192,0,0,194.078,228.408,35.9903,-2.84217e-14
134,1980-05-14,00:00:00.00,1.81873,0.00290309,0.291338,0,1.11486,0,159.177,0,0.924005,0.00422957,33.4997,0,0.0114866,0.000574332,0,0,195.024,230.23,36.8664,2.84217e-14
135,1980-05-15,00:00:00.00,6.16286,0.00598037,0.291338,0,1.11592,0,163.384,0,1.91002,0.00366852,33.6155,0,0.00990467,0.000495234,0.00034406,0,200.331,236.399,37.7283,1.42109e-13
136,1980-05-16,00:00:00.00,2.97719,0.0664088,0.291338,0,1.10174,0,166.557,0,1.75194,0.00139434,32.8121,0,0.0100003,0.000500016,0,0,202.526,239.442,38.577,-8.52651e-14
137,1980-05-17,00:00:00.00,0,0,0.291338,0,1.08781,0,168.294,0,0.0141842,0.000605783,32.008,0,0.00815869,0.000407935,0,0,201.705,239.442,39.3976,-2.84217e-14
138,1980-05-18,00:00:00.00,0,0,0.291338,0,1.0745,0,168.299,0,0.00995432,0.000707411,31.2292,0,0.00674881,0.000337441,0,0,200.912,239.442,40.191,-2.84217e-14
139,1980-05-19,00:00:00.00,0,0,0.291338,0,1.06175,0,168.301,0,0.00736517,0.000787837,30.4759,0,0.00534627,0.000267314,0,0,200.144,239.442,40.9583,-8.52651e-14
140,1980-05-20,00:00:00.00,0,0,0.291338,0,1.04952,0,168.303,0,0.00601778,0.000714775,29.7471,0,0.00412441,0.000206221,0,0,199.402,239.442,41.7007,-5.68434e-14
141,1980-05-21,00:00:00.00,5.61049,0.00786327,0.291338,0,1.03798,0,172.608,-1.70657e-19,1.30995,0.00072359,29.0495,0,0.00361908,0.000180954,4.41516e-05,0,204.302,245.061,42.4193,5.68434e-14
142,1980-05-22,00:00:00.00,10.1196,0.0141876,0.291338,0,1.09186,0,177.248,0,2.58926,0.000889661,32.4483,0,0.00348753,0.000174377,0.000278427,0.000703445,213.675,255.194,43.1802,0
143,1980-05-23,00:00:00.00,5.49397,0.0430684,0.291338,0,1.09255,0,181.762,0,2.7283,0.000336174,32.518,0,0.00359493,0.000179746,2.14584e-05,3.79152e-05,218.396,260.731,43.9957,1.42109e-13
144,1980-05-24,00:00:00.00,0.75437,0.142017,0.291338,0,1.07915,0,184.724,0,0.659715,0,31.7294,0,0.00608641,0.000129013,0,0,218.49,261.628,44.7984,-5.68434e-14
145,1980-05-25,00:00:00.00,1.37258,0.0897065,0.291338,0,1.06636,0,186.246,0,0.598584,0,30.9678,0,0.00486483,0.000114703,0,0,219.175,263.09,45.575,0
146,1980-05-26,00:00:00.00,5.14504,0.339209,0.291338,0,1.06457,0,189.994,0,1.64776,0,30.8854,0,0.0121813,0.000429853,0,0.002324,223.898,268.574,46.337,-1.42109e-13
