time,date,hour,precip [mm/day],TRAPPING_CREEK_NEAR_THE_MOUTH [m3/s],TRAPPING_CREEK_NEAR_THE_MOUTH (observed) [m3/s]
2042,1985-08-04,00:00:00.00,2.20197,0.507248,0.109
2043,1985-08-05,00:00:00.00,0,0.494534,0.097
2044,1985-08-06,00:00:00.00,0,0.482092,0.104
2045,1985-08-07,00:00:00.00,0,0.470044,0.093
2046,1985-08-08,00:00:00.00,13.6646,0.459477,0.095
2047,1985-08-09,00:00:00.00,3.58983,0.457243,0.221
2048,1985-08-10,00:00:00.00,1.90525,0.454379,0.33
2049,1985-08-11,00:00:00.00,0.362285,0.443586,0.213
2050,1985-08-12,00:00:00.00,0,0.432709,0.174
2051,1985-08-13,00:00:00.00,0,0.422167,0.148
2052,1985-08-14,00:00:00.00,0,0.411947,0.134
2053,1985-08-15,00:00:00.00,0.837043,0.402041,0.12
2054,1985-08-16,00:00:00.00,0,0.392433,0.107
2055,1985-08-17,00:00:00.00,0,0.383113,0.102
2056,1985-08-18,00:00:00.00,0,0.374071,0.095
2057,1985-08-19,00:00:00.00,0,0.365297,0.084
2058,1985-08-20,00:00:00.00,3.62624,0.356984,0.077
2059,1985-08-21,00:00:00.00,3.56556,0.351347,0.08
2060,1985-08-22,00:00:00.00,1.08425,0.34568,0.1
2061,1985-08-23,00:00:00.00,0,0.337739,0.104
2062,1985-08-24,00:00:00.00,0,0.330013,0.093
2063,1985-08-25,00:00:00.00,0,0.322508,0.073
2064,1985-08-26,00:00:00.00,0,0.315218,0.066
2065,1985-08-27,00:00:00.00,0,0.308135,0.063
2066,1985-08-28,00:00:00.00,0.365562,0.301252,0.062
2067,1985-08-29,00:00:00.00,0,0.294563,0.058
2068,1985-08-30,00:00:00.00,0,0.288059,0.055
2069,1985-08-31,00:00:00.00,0,0.281736,0.051
2070,1985-09-01,00:00:00.00,0,0.275587,0.049
2071,1985-09-02,00:00:00.00,0,0.269607,0.05
2072,1985-09-03,00:00:00.00,0,0.26379,0.051
2073,1985-09-04,00:00:00.00,0,0.25813,0.053
2074,1985-09-05,00:00:00.00,9.32206,0.266032,0.053
2075,1985-09-06,00:00:00.00,32.4083,2.99774,0.068
2076,1985-09-07,00:00:00.00,16.7155,5.33036,0.658
2077,1985-09-08,00:00:00.00,8.90505,3.88554,0.708
2078,1985-09-09,00:00:00.00,2.51884,2.29303,0.662
2079,1985-09-10,00:00:00.00,2.91067,1.74613,0.489
2080,1985-09-11,00:00:00.00,1.96184,1.7217,0.434
2081,1985-09-12,00:00:00.00,10.7658,1.8448,0.415
2082,1985-09-13,00:00:00.00,4.90155,1.97684,0.548
2083,1985-09-14,00:00:00.00,6.58355,1.99881,0.472
2084,1985-09-15,00:00:00.00,1.18617,1.98998,0.418
2085,1985-09-16,00:00:00.00,4.4803,1.94332,0.402
2086,1985-09-17,00:00:00.00,3.5754,1.91262,0.379
2087,1985-09-18,00:00:00.00,4.48033,1.88241,0.446
2088,1985-09-19,00:00:00.00,8.67543,1.92791,0.586
2089,1985-09-20,00:00:00.00,0,1.95089,0.756
2090,1985-09-21,00:00:00.00,5.56794,1.88745,0.666
2091,1985-09-22,00:00:00.00,0,1.83004,0.838
2092,1985-09-23,00:00:00.00,0,1.7721,0.624
2093,1985-09-24,00:00:00.00,0,1.71202,0.533
2094,1985-09-25,00:00:00.00,0,1.65534,0.473
2095,1985-09-26,00:00:00.00,0,1.60167,0.441
2096,1985-09-27,00:00:00.00,0,1.54935,0.399
2097,1985-09-28,00:00:00.00,0,1.49854,0.369
2098,1985-09-29,00:00:00.00,0,1.44979,0.349
2099,1985-09-30,00:00:00.00,0,1.40301,0.332
2100,1985-10-01,00:00:00.00,5.05863,1.35821,0.317
2101,1985-10-02,00:00:00.00,3.9488,1.32424,0.326
2102,1985-10-03,00:00:00.00,3.49274,1.30853,0.337
2103,1985-10-04,00:00:00.00,0,1.2844,0.395
2104,1985-10-05,00:00:00.00,0,1.24417,0.383
2105,1985-10-06,00:00:00.00,7.9147,1.23124,0.353
2106,1985-10-07,00:00:00.00,8.00257,1.27396,0.376
2107,1985-10-08,00:00:00.00,0,1.28932,0.431
2108,1985-10-09,00:00:00.00,0,1.249,0.36
2109,1985-10-10,00:00:00.00,2.6147,1.21025,0.369
2110,1985-10-11,00:00:00.00,1.85536,1.17383,0.368
2111,1985-10-12,00:00:00.00,4.59274,1.14988,0.361
2112,1985-10-13,00:00:00.00,0,1.126,0.353
2113,1985-10-14,00:00:00.00,8.73012,1.10342,0.355
2114,1985-10-15,00:00:00.00,1.66519,1.11127,0.437
2115,1985-10-16,00:00:00.00,2.6147,1.14851,0.56
2116,1985-10-17,00:00:00.00,1.69274,1.16113,0.662
2117,1985-10-18,00:00:00.00,2.10815,1.1321,0.636
2118,1985-10-19,00:00:00.00,0,1.0977,0.576
2119,1985-10-20,00:00:00.00,4.75208,1.09338,0.554
2120,1985-10-21,00:00:00.00,3.56422,1.10965,0.615
2121,1985-10-22,00:00:00.00,8.77963,1.11334,0.708
2122,1985-10-23,00:00:00.00,3.21009,1.10436,0.738
2123,1985-10-24,00:00:00.00,1.93012,1.08154,0.677
2124,1985-10-25,00:00:00.00,4.79601,1.05382,0.657
2125,1985-10-26,00:00:00.00,2.19371,1.03526,0.683
2126,1985-10-27,00:00:00.00,3.47308,1.01531,0.594
2127,1985-10-28,00:00:00.00,10.9609,1.22711,0.759
2128,1985-10-29,00:00:00.00,1.73995,1.3863,1.11
2129,1985-10-30,00:00:00.00,0,1.29764,0.94
2130,1985-10-31,00:00:00.00,5.49274,1.25709,0.875
2131,1985-11-01,00:00:00.00,20.9091,1.21813,0.765
2132,1985-11-02,00:00:00.00,4.81143,1.18043,0.715
2133,1985-11-03,00:00:00.00,6.30487,1.14419,0.765
2134,1985-11-04,00:00:00.00,3.43012,1.11046,0.95
2135,1985-11-05,00:00:00.00,1.70584,1.07994,1.38
2136,1985-11-06,00:00:00.00,3.99601,1.04946,1.32
2137,1985-11-07,00:00:00.00,4.38388,1.01819,1.26
2138,1985-11-08,00:00:00.00,6.61798,0.988077,1.21
2139,1985-11-09,00:00:00.00,3.41798,0.959074,1.04
2140,1985-11-10,00:00:00.00,1.7465,0.931131,0.865
2141,1985-11-11,00:00:00.00,0,0.904201,0.67
2142,1985-11-12,00:00:00.00,0,0.878241,0.525
2143,1985-11-13,00:00:00.00,0,0.853208,0.408
2144,1985-11-14,00:00:00.00,0,0.829064,0.415
2145,1985-11-15,00:00:00.00,0,0.80577,0.435
2146,1985-11-16,00:00:00.00,0,0.783291,0.456
2147,1985-11-17,00:00:00.00,7.67635,0.761592,0.472
2148,1985-11-18,00:00:00.00,2.89929,0.740642,0.47
2149,1985-11-19,00:00:00.00,0,0.720409,0.44
2150,1985-11-20,00:00:00.00,1.54322,0.700864,0.415
2151,1985-11-21,00:00:00.00,0,0.681979,0.385
2152,1985-11-22,00:00:00.00,0,0.663728,0.362
2153,1985-11-23,00:00:00.00,0,0.646084,0.336
2154,1985-11-24,00:00:00.00,0,0.629025,0.32
2155,1985-11-25,00:00:00.00,2.96519,0.612526,0.332
2156,1985-11-26,00:00:00.00,3.48388,0.596566,0.342
2157,1985-11-27,00:00:00.00,3.06519,0.581124,0.28
2158,1985-11-28,00:00:00.00,0,0.566179,0.218
2159,1985-11-29,00:00:00.00,0,0.551713,0.222
2160,1985-11-30,00:00:00.00,2.05863,0.537707,0.23
2161,1985-12-01,00:00:00.00,0,0.524143,0.242
2162,1985-12-02,00:00:00.00,3.14322,0.511006,0.234
2163,1985-12-03,00:00:00.00,9.10257,0.498278,0.242
2164,1985-12-04,00:00:00.00,0,0.485946,0.253
2165,1985-12-05,00:00:00.00,0,0.473993,0.27
2166,1985-12-06,00:00:00.00,0,0.462406,0.283
2167,1985-12-07,00:00:00.00,2.19371,0.451172,0.3
2168,1985-12-08,00:00:00.00,4.52126,0.440278,0.312
2169,1985-12-09,00:00:00.00,0,0.429711,0.302
2170,1985-12-10,00:00:00.00,0,0.41946,0.3
2171,1985-12-11,00:00:00.00,0,0.409513,0.274
2172,1985-12-12,00:00:00.00,3.75305,0.39986,0.258
2173,1985-12-13,00:00:00.00,0,0.39049,0.268
2174,1985-12-14,00:00:00.00,0,0.381394,0.266
2175,1985-12-15,00:00:00.00,4.88946,0.372562,0.26
2176,1985-12-16,00:00:00.00,0,0.363984,0.282
2177,1985-12-17,00:00:00.00,0,0.355652,0.284
2178,1985-12-18,00:00:00.00,0,0.347558,0.299
2179,1985-12-19,00:00:00.00,0,0.339693,0.3
2180,1985-12-20,00:00:00.00,0,0.332049,0.308
2181,1985-12-21,00:00:00.00,0,0.32462,0.302
2182,1985-12-22,00:00:00.00,0,0.317398,0.298
2183,1985-12-23,00:00:00.00,0,0.310376,0.292
2184,1985-12-24,00:00:00.00,0,0.303547,0.29
2185,1985-12-25,00:00:00.00,0,0.296905,0.286
2186,1985-12-26,00:00:00.00,0,0.290445,0.282
2187,1985-12-27,00:00:00.00,0,0.284159,0.278
2188,1985-12-28,00:00:00.00,0,0.278043,0.274
2189,1985-12-29,00:00:00.00,0,0.27209,0.271
2190,1985-12-30,00:00:00.00,5.55536,0.266297,0.273
2191,1985-12-31,00:00:00.00,0,0.260657,0.277
2192,1986-01-01,00:00:00.00,7.05536,0.255165,0.28
2193,1986-01-02,00:00:00.00,2.59274,0.249818,0.275
2194,1986-01-03,00:00:00.00,4.00718,0.24461,0.272
2195,1986-01-04,00:00:00.00,0,0.239538,0.269
2196,1986-01-05,00:00:00.00,5.47077,0.234596,0.262
2197,1986-01-06,00:00:00.00,6.23012,0.229782,0.264
2198,1986-01-07,00:00:00.00,0,0.22509,0.268
2199,1986-01-08,00:00:00.00,0,0.220518,0.272
2200,1986-01-09,00:00:00.00,0,0.216062,0.28
2201,1986-01-10,00:00:00.00,0,0.211717,0.282
2202,1986-01-11,00:00:00.00,0,0.207482,0.282
2203,1986-01-12,00:00:00.00,0,0.203352,0.282
2204,1986-01-13,00:00:00.00,0,0.199324,0.281
2205,1986-01-14,00:00:00.00,0,0.195395,0.281
2206,1986-01-15,00:00:00.00,0,0.191564,0.28
2207,1986-01-16,00:00:00.00,3.17635,0.187825,0.275
2208,1986-01-17,00:00:00.00,3.60815,0.184178,0.272
2209,1986-01-18,00:00:00.00,6.43667,0.180618,0.27
2210,1986-01-19,00:00:00.00,5.14553,0.177145,0.272
2211,1986-01-20,00:00:00.00,0,0.173754,0.271
2212,1986-01-21,00:00:00.00,0,0.170445,0.268
2213,1986-01-22,00:00:00.00,0,0.167214,0.261
2214,1986-01-23,00:00:00.00,7.80815,0.164059,0.254
2215,1986-01-24,00:00:00.00,0,0.160978,0.25
2216,1986-01-25,00:00:00.00,0,0.15797,0.247
2217,1986-01-26,00:00:00.00,0,0.155031,0.242
2218,1986-01-27,00:00:00.00,0,0.152161,0.243
2219,1986-01-28,00:00:00.00,0,0.149356,0.248
2220,1986-01-29,00:00:00.00,6.02126,0.146617,0.252
2221,1986-01-30,00:00:00.00,4.98388,0.143939,0.254
2222,1986-01-31,00:00:00.00,4.87732,0.141323,0.257
2223,1986-02-01,00:00:00.00,1.6806,0.138766,0.262
2224,1986-02-02,00:00:00.00,2.28618,0.136266,0.267
2225,1986-02-03,00:00:00.00,2.80354,0.133823,0.274
2226,1986-02-04,00:00:00.00,0,0.131434,0.28
2227,1986-02-05,00:00:00.00,4.7806,0.129098,0.278
2228,1986-02-06,00:00:00.00,0,0.126814,0.272
2229,1986-02-07,00:00:00.00,0,0.12458,0.266
2230,1986-02-08,00:00:00.00,0,0.122395,0.26
2231,1986-02-09,00:00:00.00,0,0.120258,0.252
2232,1986-02-10,00:00:00.00,0,0.118168,0.247
2233,1986-02-11,00:00:00.00,2.62356,0.116123,0.241
2234,1986-02-12,00:00:00.00,1.45536,0.114121,0.242
2235,1986-02-13,00:00:00.00,0,0.112163,0.242
2236,1986-02-14,00:00:00.00,0,0.110247,0.251
2237,1986-02-15,00:00:00.00,13.8026,0.108371,0.229
2238,1986-02-16,00:00:00.00,4.43012,0.106535,0.238
2239,1986-02-17,00:00:00.00,1.75208,0.104738,0.242
2240,1986-02-18,00:00:00.00,0,0.102979,0.23
2241,1986-02-19,00:00:00.00,0,0.101256,0.231
2242,1986-02-20,00:00:00.00,0,0.0995698,0.21
2243,1986-02-21,00:00:00.00,2.46422,0.0979182,0.213
2244,1986-02-22,00:00:00.00,2.96749,0.0963007,0.208
2245,1986-02-23,00:00:00.00,6.17405,0.0947165,0.214
2246,1986-02-24,00:00:00.00,5.7806,0.0931647,0.217
2247,1986-02-25,00:00:00.00,1.29929,0.0916447,0.222
2248,1986-02-26,00:00:00.00,0,0.0983186,0.296
2249,1986-02-27,00:00:00.00,0,0.105382,0.34
2250,1986-02-28,00:00:00.00,0,0.104128,0.32
2251,1986-03-01,00:00:00.00,0,0.102959,0.313
2252,1986-03-02,00:00:00.00,0,0.101807,0.316
2253,1986-03-03,00:00:00.00,0,0.100349,0.32
2254,1986-03-04,00:00:00.00,0,0.0989197,0.329
2255,1986-03-05,00:00:00.00,0,0.100344,0.325
2256,1986-03-06,00:00:00.00,0,0.101723,0.322
2257,1986-03-07,00:00:00.00,5.0488,0.103059,0.344
2258,1986-03-08,00:00:00.00,6.29929,0.121719,0.418
2259,1986-03-09,00:00:00.00,0,0.149275,0.582
2260,1986-03-10,00:00:00.00,4.39274,0.158657,0.555
2261,1986-03-11,00:00:00.00,0,0.155547,0.545
2262,1986-03-12,00:00:00.00,2.07732,0.160861,0.555
2263,1986-03-13,00:00:00.00,6.57732,0.173566,0.564
2264,1986-03-14,00:00:00.00,2.51143,0.19034,0.558
2265,1986-03-15,00:00:00.00,4.73012,0.200089,0.545
2266,1986-03-16,00:00:00.00,0,0.198509,0.533
2267,1986-03-17,00:00:00.00,0,0.19734,0.525
2268,1986-03-18,00:00:00.00,2.75208,0.194497,0.51
2269,1986-03-19,00:00:00.00,2.0488,0.189909,0.505
2270,1986-03-20,00:00:00.00,0,0.187893,0.502
2271,1986-03-21,00:00:00.00,1.75208,0.207135,0.601
2272,1986-03-22,00:00:00.00,1.63995,0.257865,0.76
2273,1986-03-23,00:00:00.00,0,0.291048,0.81
2274,1986-03-24,00:00:00.00,5.59601,0.304872,0.8
2275,1986-03-25,00:00:00.00,0,0.338232,0.79
2276,1986-03-26,00:00:00.00,2.43667,0.353975,0.77
2277,1986-03-27,00:00:00.00,0,0.370872,1.06
2278,1986-03-28,00:00:00.00,2.10815,0.540597,1.21
2279,1986-03-29,00:00:00.00,1.99601,0.761529,1.79
2280,1986-03-30,00:00:00.00,0,0.880429,2.06
2281,1986-03-31,00:00:00.00,0,0.967443,2.19
2282,1986-04-01,00:00:00.00,0,1.00552,2.18
2283,1986-04-02,00:00:00.00,0,1.00387,2.04
2284,1986-04-03,00:00:00.00,0,1.0206,1.92
2285,1986-04-04,00:00:00.00,0,1.06246,2.07
2286,1986-04-05,00:00:00.00,8.35299,1.12417,2.13
2287,1986-04-06,00:00:00.00,0,1.21374,2.54
2288,1986-04-07,00:00:00.00,0,1.35964,2.52
2289,1986-04-08,00:00:00.00,0,1.6142,2.54
2290,1986-04-09,00:00:00.00,0,2.00463,2.74
2291,1986-04-10,00:00:00.00,0,2.31382,3.02
2292,1986-04-11,00:00:00.00,0,2.33885,3.1
2293,1986-04-12,00:00:00.00,3.10694,2.23524,3.12
2294,1986-04-13,00:00:00.00,10.8558,2.1495,3.1
2295,1986-04-14,00:00:00.00,2.84526,2.08229,3
2296,1986-04-15,00:00:00.00,2.97868,2.04477,2.96
2297,1986-04-16,00:00:00.00,7.58686,2.065,3.4
2298,1986-04-17,00:00:00.00,3.02586,2.14676,3.7
2299,1986-04-18,00:00:00.00,1.37796,2.19626,3.63
2300,1986-04-19,00:00:00.00,6.41041,2.23627,3.3
2301,1986-04-20,00:00:00.00,6.42514,2.29195,3.51
2302,1986-04-21,00:00:00.00,2.69594,2.42746,4.04
2303,1986-04-22,00:00:00.00,6.89198,2.70663,4.51
2304,1986-04-23,00:00:00.00,4.1828,2.96729,5.46
2305,1986-04-24,00:00:00.00,0,2.95343,4.73
2306,1986-04-25,00:00:00.00,3.11978,2.77653,3.98
2307,1986-04-26,00:00:00.00,2.62796,2.66951,3.78
2308,1986-04-27,00:00:00.00,1.8922,2.58602,3.4
2309,1986-04-28,00:00:00.00,6.30366,2.57826,3.49
2310,1986-04-29,00:00:00.00,0.711831,2.55392,3.54
2311,1986-04-30,00:00:00.00,0.560663,2.45179,3.12
2312,1986-05-01,00:00:00.00,0,2.35478,2.85
2313,1986-05-02,00:00:00.00,5.41508,2.36401,2.79
2314,1986-05-03,00:00:00.00,5.42721,2.54807,3.76
2315,1986-05-04,00:00:00.00,5.53377,2.89578,4.9
2316,1986-05-05,00:00:00.00,1.01835,3.16049,4.78
2317,1986-05-06,00:00:00.00,0,3.09677,4.53
2318,1986-05-07,00:00:00.00,0,3.02342,4.3
2319,1986-05-08,00:00:00.00,0,3.11259,4.48
2320,1986-05-09,00:00:00.00,0,3.22868,5.04
2321,1986-05-10,00:00:00.00,3.80428,3.24549,5.16
2322,1986-05-11,00:00:00.00,6.33474,3.20632,4.95
2323,1986-05-12,00:00:00.00,2.03243,3.18617,4.57
2324,1986-05-13,00:00:00.00,4.11508,3.14112,3.95
2325,1986-05-14,00:00:00.00,2.63377,3.08234,3.94
2326,1986-05-15,00:00:00.00,0,2.989,3.55
2327,1986-05-16,00:00:00.00,0,2.89246,3.17
2328,1986-05-17,00:00:00.00,5.07442,2.86818,2.98
2329,1986-05-18,00:00:00.00,5.65901,3.34684,3.94
2330,1986-05-19,00:00:00.00,3.49311,4.61051,5.93
2331,1986-05-20,00:00:00.00,1.54918,6.30372,7.91
2332,1986-05-21,00:00:00.00,0,7.54703,10.3
2333,1986-05-22,00:00:00.00,8.96787,6.87923,9.04
2334,1986-05-23,00:00:00.00,0.955732,5.36524,6.46
2335,1986-05-24,00:00:00.00,0,4.5329,5.11
2336,1986-05-25,00:00:00.00,0,4.68636,4.77
2337,1986-05-26,00:00:00.00,0,6.38942,6.82
2338,1986-05-27,00:00:00.00,0,8.68061,14.2
2339,1986-05-28,00:00:00.00,0,10.5144,19.9
2340,1986-05-29,00:00:00.00,0,11.0498,18.1
2341,1986-05-30,00:00:00.00,0,10.5008,18.1
2342,1986-05-31,00:00:00.00,0,9.77024,19.3
2343,1986-06-01,00:00:00.00,0,8.66067,16.1
2344,1986-06-02,00:00:00.00,0,7.46865,14.4
2345,1986-06-03,00:00:00.00,0,6.37124,11.3
2346,1986-06-04,00:00:00.00,0,5.36143,8.49
2347,1986-06-05,00:00:00.00,4.84032,4.80386,7.11
2348,1986-06-06,00:00:00.00,3.66884,4.48899,8.37
2349,1986-06-07,00:00:00.00,3.35246,4.19562,6.68
2350,1986-06-08,00:00:00.00,6.10391,3.94459,5.31
2351,1986-06-09,00:00:00.00,0.406217,3.74192,4.72
2352,1986-06-10,00:00:00.00,0,3.53595,3.76
2353,1986-06-11,00:00:00.00,0,3.34985,3.51
2354,1986-06-12,00:00:00.00,0,3.18868,3.21
2355,1986-06-13,00:00:00.00,0,3.00844,2.65
2356,1986-06-14,00:00:00.00,0,2.84523,2.3
2357,1986-06-15,00:00:00.00,5.76362,2.72526,2.08
2358,1986-06-16,00:00:00.00,0,2.60334,1.91
2359,1986-06-17,00:00:00.00,0,2.46691,1.66
2360,1986-06-18,00:00:00.00,11.6987,2.36551,1.56
2361,1986-06-19,00:00:00.00,8.09869,2.36913,2.13
2362,1986-06-20,00:00:00.00,2.18656,2.3543,2.26
2363,1986-06-21,00:00:00.00,2.3777,2.252,1.8
2364,1986-06-22,00:00:00.00,0,2.16096,1.71
2365,1986-06-23,00:00:00.00,0,2.08004,1.49
2366,1986-06-24,00:00:00.00,0,2.00886,1.36
2367,1986-06-25,00:00:00.00,0,1.93814,1.25
2368,1986-06-26,00:00:00.00,0,1.86496,1.1
2369,1986-06-27,00:00:00.00,0,1.79508,0.977
2370,1986-06-28,00:00:00.00,0,1.72926,0.912
2371,1986-06-29,00:00:00.00,18.3711,1.66983,0.854
2372,1986-06-30,00:00:00.00,3.89311,1.62912,1.76
2373,1986-07-01,00:00:00.00,0,1.58686,1.59
2374,1986-07-02,00:00:00.00,4.31835,1.54403,1.28
2375,1986-07-03,00:00:00.00,5.44263,1.52671,1.24
2376,1986-07-04,00:00:00.00,8.73049,1.58347,1.65
2377,1986-07-05,00:00:00.00,3.7777,1.62263,1.82
2378,1986-07-06,00:00:00.00,1.07442,1.57398,2.3
2379,1986-07-07,00:00:00.00,0,1.51998,1.98
2380,1986-07-08,00:00:00.00,0,1.46867,1.6
2381,1986-07-09,00:00:00.00,0,1.41903,1.37
2382,1986-07-10,00:00:00.00,0.568839,1.37109,1.3
2383,1986-07-11,00:00:00.00,7.53377,1.32648,1.31
2384,1986-07-12,00:00:00.00,0.680975,1.28388,2.21
2385,1986-07-13,00:00:00.00,0,1.2421,1.78
2386,1986-07-14,00:00:00.00,0.362285,1.20203,1.49
2387,1986-07-15,00:00:00.00,4.63049,1.16417,1.3
2388,1986-07-16,00:00:00.00,7.98,1.18859,1.58
2389,1986-07-17,00:00:00.00,5.12721,1.23072,2.07
2390,1986-07-18,00:00:00.00,1.19311,1.21057,1.76
2391,1986-07-19,00:00:00.00,0,1.17204,1.5
2392,1986-07-20,00:00:00.00,0,1.13498,1.28
2393,1986-07-21,00:00:00.00,0,1.0994,1.12
2394,1986-07-22,00:00:00.00,4.8436,1.06546,1.02
2395,1986-07-23,00:00:00.00,0,1.03284,1.02
2396,1986-07-24,00:00:00.00,0,1.00125,0.92
2397,1986-07-25,00:00:00.00,0,0.970882,0.807
2398,1986-07-26,00:00:00.00,0.609494,0.941671,0.744
2399,1986-07-27,00:00:00.00,4.9908,0.914122,0.744
2400,1986-07-28,00:00:00.00,0,0.887603,0.752
2401,1986-07-29,00:00:00.00,1.90525,0.861632,0.692
2402,1986-07-30,00:00:00.00,0,0.83662,0.647
2403,1986-07-31,00:00:00.00,0,0.812404,0.596
2404,1986-08-01,00:00:00.00,0,0.789069,0.556
2405,1986-08-02,00:00:00.00,0,0.766577,0.532
2406,1986-08-03,00:00:00.00,0,0.744892,0.502
2407,1986-08-04,00:00:00.00,0,0.723978,0.459
2408,1986-08-05,00:00:00.00,0,0.703802,0.413
2409,1986-08-06,00:00:00.00,0,0.684333,0.379
2410,1986-08-07,00:00:00.00,0,0.665541,0.361
2411,1986-08-08,00:00:00.00,0,0.647398,0.335
2412,1986-08-09,00:00:00.00,0,0.629876,0.311
2413,1986-08-10,00:00:00.00,0,0.61295,0.292
2414,1986-08-11,00:00:00.00,0,0.596595,0.278
2415,1986-08-12,00:00:00.00,9.31374,0.58098,0.268
2416,1986-08-13,00:00:00.00,0,0.565882,0.3
2417,1986-08-14,00:00:00.00,0,0.551091,0.27
2418,1986-08-15,00:00:00.00,0,0.536785,0.224
2419,1986-08-16,00:00:00.00,0,0.522946,0.205
2420,1986-08-17,00:00:00.00,0,0.509555,0.195
2421,1986-08-18,00:00:00.00,0,0.496594,0.185
2422,1986-08-19,00:00:00.00,0,0.484048,0.182
2423,1986-08-20,00:00:00.00,0,0.471899,0.162
2424,1986-08-21,00:00:00.00,0,0.460132,0.148
2425,1986-08-22,00:00:00.00,0,0.448734,0.142
2426,1986-08-23,00:00:00.00,0,0.437691,0.139
2427,1986-08-24,00:00:00.00,0,0.426988,0.13
2428,1986-08-25,00:00:00.00,0,0.416614,0.121
2429,1986-08-26,00:00:00.00,0,0.406556,0.112
2430,1986-08-27,00:00:00.00,0,0.396802,0.116
2431,1986-08-28,00:00:00.00,0,0.387342,0.108
2432,1986-08-29,00:00:00.00,0,0.378165,0.106
2433,1986-08-30,00:00:00.00,8.93377,0.369473,0.101
2434,1986-08-31,00:00:00.00,3.19311,0.363997,0.127
2435,1986-09-01,00:00:00.00,0.284251,0.358463,0.172
2436,1986-09-02,00:00:00.00,2.11345,0.350212,0.159
2437,1986-09-03,00:00:00.00,0.783312,0.342215,0.147
2438,1986-09-04,00:00:00.00,0,0.334362,0.126
2439,1986-09-05,00:00:00.00,1.85713,0.326826,0.11
2440,1986-09-06,00:00:00.00,0,0.319505,0.096
2441,1986-09-07,00:00:00.00,0,0.312287,0.103
2442,1986-09-08,00:00:00.00,0,0.305273,0.089
2443,1986-09-09,00:00:00.00,6.50015,0.311403,0.091
2444,1986-09-10,00:00:00.00,1.93591,0.317511,0.122
2445,1986-09-11,00:00:00.00,3.41888,0.313387,0.134
2446,1986-09-12,00:00:00.00,0,0.309224,0.126
2447,1986-09-13,00:00:00.00,0,0.302288,0.119
2448,1986-09-14,00:00:00.00,8.79144,0.323392,0.117
2449,1986-09-15,00:00:00.00,0,0.345479,0.135
2450,1986-09-16,00:00:00.00,5.36161,0.351907,0.177
2451,1986-09-17,00:00:00.00,5.84785,0.376593,0.208
2452,1986-09-18,00:00:00.00,2.93313,0.393335,0.234
2453,1986-09-19,00:00:00.00,2.48429,0.390677,0.203
2454,1986-09-20,00:00:00.00,0,0.383588,0.174
2455,1986-09-21,00:00:00.00,3.14598,0.3773,0.18
2456,1986-09-22,00:00:00.00,0,0.370814,0.232
2457,1986-09-23,00:00:00.00,10.067,0.437055,0.204
2458,1986-09-24,00:00:00.00,14.0808,0.661197,0.362
2459,1986-09-25,00:00:00.00,8.69458,0.914979,0.947
2460,1986-09-26,00:00:00.00,3.85231,1.00878,0.67
2461,1986-09-27,00:00:00.00,10.7612,1.04887,0.481
2462,1986-09-28,00:00:00.00,7.20185,1.12828,0.591
2463,1986-09-29,00:00:00.00,5.59271,1.16581,0.579
2464,1986-09-30,00:00:00.00,9.29764,1.3575,0.722
2465,1986-10-01,00:00:00.00,2.15536,1.53373,1.11
2466,1986-10-02,00:00:00.00,0,1.51215,0.911
2467,1986-10-03,00:00:00.00,1.5147,1.47753,0.711
2468,1986-10-04,00:00:00.00,0,1.44698,0.64
2469,1986-10-05,00:00:00.00,0,1.4408,0.641
2470,1986-10-06,00:00:00.00,0,1.42947,0.698
2471,1986-10-07,00:00:00.00,0,1.4048,0.702
2472,1986-10-08,00:00:00.00,0,1.37213,0.692
2473,1986-10-09,00:00:00.00,0,1.33228,0.626
2474,1986-10-10,00:00:00.00,0,1.29098,0.586
2475,1986-10-11,00:00:00.00,0,1.25038,0.535
2476,1986-10-12,00:00:00.00,0,1.21124,0.474
2477,1986-10-13,00:00:00.00,0,1.17362,0.45
2478,1986-10-14,00:00:00.00,0,1.13746,0.433
2479,1986-10-15,00:00:00.00,0,1.10268,0.417
2480,1986-10-16,00:00:00.00,0,1.06924,0.396
2481,1986-10-17,00:00:00.00,0,1.03706,0.386
2482,1986-10-18,00:00:00.00,0,1.00609,0.37
2483,1986-10-19,00:00:00.00,0,0.97627,0.358
2484,1986-10-20,00:00:00.00,0,0.947555,0.341
2485,1986-10-21,00:00:00.00,0,0.919893,0.329
2486,1986-10-22,00:00:00.00,0,0.893239,0.324
2487,1986-10-23,00:00:00.00,0,0.867547,0.305
2488,1986-10-24,00:00:00.00,0,0.842778,0.293
2489,1986-10-25,00:00:00.00,4.42259,0.81896,0.287
2490,1986-10-26,00:00:00.00,7.36191,0.833516,0.319
2491,1986-10-27,00:00:00.00,10.4993,0.994482,0.412
2492,1986-10-28,00:00:00.00,2.99929,1.12269,1.02
2493,1986-10-29,00:00:00.00,0,1.09924,0.754
2494,1986-10-30,00:00:00.00,5.1147,1.06668,0.607
2495,1986-10-31,00:00:00.00,2.40487,1.04308,0.609
2496,1986-11-01,00:00:00.00,0,1.01975,0.597
2497,1986-11-02,00:00:00.00,0,0.989543,0.524
2498,1986-11-03,00:00:00.00,0,0.960451,0.504
2499,1986-11-04,00:00:00.00,0,0.932424,0.484
