time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Net Lake Storage [mm],Snow [mm],Snow Melt (Liquid) [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
0,1980-01-01,00:00:00.00,---,---,0.291338,0,1.36893,0,0,0,0,0,0,0,0,0,0,0,1.66026,0,0,0
1,1980-01-02,00:00:00.00,0,3.10912,0.291338,0,0.684463,0,0.539447,0,0,0,0,0,0.796359,0,0,1.77331,4.08492,3.10912,0.684463,8.88178e-16
2,1980-01-03,00:00:00.00,0,0,0.291338,0,0.684463,0,0.884345,0,0,0,0,0,0.796359,0,0,1.42842,4.08492,3.10912,0.684463,8.88178e-16
3,1980-01-04,00:00:00.00,0,0,0.291338,0,0.684463,0,1.18475,0,0,0,0,0,0.796359,0,0,1.12801,4.08492,3.10912,0.684463,0
4,1980-01-05,00:00:00.00,0,0,0.291338,0,0.684463,0,1.51128,0,0,0,0,0,0.796359,0,0,0.801483,4.08492,3.10912,0.684463,0
5,1980-01-06,00:00:00.00,0,0,0.291338,0,0.684463,0,1.76102,0,0,0,0,0,0.796359,0,0,0.551737,4.08492,3.10912,0.684463,8.88178e-16
6,1980-01-07,00:00:00.00,0,0,0.291338,0,0.684463,0,1.92238,0,0,0,0,0,0.796359,0,0,0.390377,4.08492,3.10912,0.684463,0
7,1980-01-08,00:00:00.00,0,2.4806,0.291338,0,0.684463,0,2.15559,0,0,0,0,0,1.32514,0,0,2.10899,6.56552,5.58972,0.684463,1.77636e-15
8,1980-01-09,00:00:00.00,0,2.93995,0.291338,0,0.684463,0,2.38653,0,0,0,0,0,2.40687,0,0,3.73626,9.50547,8.52967,0.684463,-1.77636e-15
9,1980-01-10,00:00:00.00,0,3.47732,0.291338,0,0.684463,0,2.5757,0,0,0,0,0,3.96069,0,0,5.4706,12.9828,12.007,0.684463,-3.55271e-15
10,1980-01-11,00:00:00.00,0,0,0.291338,0,0.684463,0,2.7553,0,0,0,0,0,3.96069,0,0,5.29101,12.9828,12.007,0.684463,0
11,1980-01-12,00:00:00.00,0,3.92684,0.291338,0,0.684463,0,2.99307,0,0,0,0,0,4.82399,0,0,8.11677,16.9096,15.9338,0.684463,5.32907e-15
12,1980-01-13,00:00:00.00,0,0,0.291338,0,0.684463,0,3.36943,0,0,0,0,0,4.82399,0,0,7.74041,16.9096,15.9338,0.684463,5.32907e-15
13,1980-01-14,00:00:00.00,0,0,0.291338,0,0.684463,0,3.66755,0,0,0,0,0,4.82399,0,0,7.44229,16.9096,15.9338,0.684463,-5.32907e-15
14,1980-01-15,00:00:00.00,0,7.77077,0.291338,0,0.684463,0,4.0018,0,0,0,0,0,6.82897,0,0,12.8738,24.6804,23.7046,0.684463,3.55271e-15
15,1980-01-16,00:00:00.00,0,2.9255,0.291338,0,0.684463,0,4.34536,0,0,0,0,0,9.34023,0,0,12.9445,27.6059,26.6301,0.684463,0
16,1980-01-17,00:00:00.00,0,7.90815,0.291338,0,0.684463,0,4.78894,0,0,0,0,0,16.0518,0,0,13.6975,35.5141,34.5383,0.684463,-1.42109e-14
17,1980-01-18,00:00:00.00,0,0,0.291338,0,0.684463,0,5.15218,0,0,0,0,0,16.0518,0,0,13.3343,35.5141,34.5383,0.684463,7.10543e-15
18,1980-01-19,00:00:00.00,0,0,0.291338,0,0.684463,0,5.39621,0,0,0,0,0,16.0518,0,0,13.0903,35.5141,34.5383,0.684463,0
19,1980-01-20,00:00:00.00,0,0,0.291338,0,0.684463,0,5.60818,0,0,0,0,0,16.0518,0,0,12.8783,35.5141,34.5383,0.684463,-7.10543e-15
20,1980-01-21,00:00:00.00,0,0,0.291338,0,0.684463,0,5.91474,0,0,0,0,0,16.0518,0,0,12.5717,35.5141,34.5383,0.684463,0
21,1980-01-22,00:00:00.00,0,0,0.291338,0,0.684463,0,6.26241,0,0,0,0,0,16.0518,0,0,12.2241,35.5141,34.5383,0.684463,-7.10543e-15
22,1980-01-23,00:00:00.00,0,0,0.291338,0,0.684463,0,6.63175,0,0,0,0,0,16.0518,0,0,11.8547,35.5141,34.5383,0.684463,0
23,1980-01-24,00:00:00.00,0,0,0.291338,0,0.684463,0,7.1129,0,0,0,0,0,16.0518,0,0,11.3736,35.5141,34.5383,0.684463,0
24,1980-01-25,00:00:00.00,0,0,0.291338,0,0.684463,0,7.56571,0,0,0,0,0,16.0518,0,0,10.9208,35.5141,34.5383,0.684463,0
25,1980-01-26,00:00:00.00,0,0,0.291338,0,0.684463,0,7.91834,0,0,0,0,0,16.0518,0,0,10.5681,35.5141,34.5383,0.684463,-1.42109e-14
26,1980-01-27,00:00:00.00,0,0,0.291338,0,0.684463,0,8.16158,0,0,0,0,0,16.0518,0,0,10.3249,35.5141,34.5383,0.684463,0
27,1980-01-28,00:00:00.00,0,0,0.291338,0,0.684463,0,8.34555,0,0,0,0,0,16.0518,0,0,10.1409,35.5141,34.5383,0.684463,-1.42109e-14
28,1980-01-29,00:00:00.00,0,0,0.291338,0,0.684463,0,8.50984,0,0,0,0,0,16.0518,0,0,9.97664,35.5141,34.5383,0.684463,-7.10543e-15
29,1980-01-30,00:00:00.00,0,0,0.291338,0,0.684463,0,8.66604,0,0,0,0,0,16.0518,0,0,9.82044,35.5141,34.5383,0.684463,0
30,1980-01-31,00:00:00.00,0,0,0.291338,0,0.684463,0,8.87166,0,0,0,0,0,16.0518,0,0,9.61482,35.5141,34.5383,0.684463,0
31,1980-02-01,00:00:00.00,0,0,0.291338,0,0.684463,0,9.13812,0,0,0,0,0,16.0518,0,0,9.34837,35.5141,34.5383,0.684463,-7.10543e-15
32,1980-02-02,00:00:00.00,0,4.96094,0.291338,0,0.684463,0,9.55564,0,0,0,0,0,17.2699,0,0,12.6737,40.475,39.4992,0.684463,0
33,1980-02-03,00:00:00.00,0,5.70487,0.291338,0,0.684463,0,10.0703,0,0,0,0,0,22.0973,0,0,13.0365,46.1799,45.2041,0.684463,-2.13163e-14
34,1980-02-04,00:00:00.00,0,2.23436,0.291338,0,0.684463,0,10.6937,0,0,0,0,0,24.0366,0,0,12.7081,48.4142,47.4384,0.684463,-2.13163e-14
35,1980-02-05,00:00:00.00,0,0,0.291338,0,0.684463,0,11.3246,0,0,0,0,0,24.0366,0,0,12.0772,48.4142,47.4384,0.684463,0
36,1980-02-06,00:00:00.00,0,5.35536,0.291338,0,0.684463,0,11.9345,0,0,0,0,0,26.7962,0,0,14.0631,53.7696,52.7938,0.684463,-2.84217e-14
37,1980-02-07,00:00:00.00,0,0,0.291338,0,0.684463,0,12.5897,0,0,0,0,0,26.7962,0,0,13.4079,53.7696,52.7938,0.684463,-1.42109e-14
38,1980-02-08,00:00:00.00,0,0,0.291338,0,0.684463,0,13.2895,0,0,0,0,0,26.7962,0,0,12.7081,53.7696,52.7938,0.684463,-1.42109e-14
39,1980-02-09,00:00:00.00,0,0,0.291338,0,0.684463,0,13.9719,0,0,0,0,0,26.7962,0,0,12.0257,53.7696,52.7938,0.684463,-2.13163e-14
40,1980-02-10,00:00:00.00,0,0,0.291338,0,0.684463,0,14.7176,0,0,0,0,0,26.7962,0,0,11.28,53.7696,52.7938,0.684463,-2.13163e-14
41,1980-02-11,00:00:00.00,0,0,0.291338,0,0.684463,0,15.4669,0,0,0,0,0,26.7962,0,0,10.5307,53.7696,52.7938,0.684463,-2.13163e-14
42,1980-02-12,00:00:00.00,0,0,0.291338,0,0.684463,0,16.0959,0,0,0,0,0,26.7962,0,0,9.90174,53.7696,52.7938,0.684463,0
43,1980-02-13,00:00:00.00,0,0,0.291338,0,0.684463,0,16.8082,0,0,0,0,0,26.7962,0,0,9.18946,53.7696,52.7938,0.684463,-2.13163e-14
44,1980-02-14,00:00:00.00,0,2.07174,0.291338,0,0.684463,0,17.3881,0,0,0,0,0,27.2468,0,0,10.2307,55.8413,54.8655,0.684463,-4.9738e-14
45,1980-02-15,00:00:00.00,0,3.43995,0.291338,0,0.684463,0,17.827,0,0,0,0,0,29.7487,0,0,10.7298,59.2813,58.3055,0.684463,-2.13163e-14
46,1980-02-16,00:00:00.00,0,4.15863,0.291338,0,0.684463,0,18.3929,0,0,0,0,0,32.8789,0,0,11.1922,63.4399,62.4641,0.684463,-4.26326e-14
47,1980-02-17,00:00:00.00,0,1.82781,0.291338,0,0.684463,0,19.0618,0,0,0,0,0,34.3123,0,0,10.9179,65.2677,64.2919,0.684463,0
48,1980-02-18,00:00:00.00,0,5.53339,0.291338,0,0.684463,0,19.847,0,0,0,0,0,38.4998,0,0,11.4785,70.8011,69.8253,0.684463,1.42109e-14
49,1980-02-19,00:00:00.00,0,0,0.291338,0,0.684463,0,20.7451,0,0,0,0,0,38.4998,0,0,10.5804,70.8011,69.8253,0.684463,0
50,1980-02-20,00:00:00.00,0,7.02356,0.291338,0,0.684463,0,21.7268,0,0.0224908,0,0,0,42.2581,0.145444,0,12.696,77.8247,76.8489,0.684463,1.42109e-14
51,1980-02-21,00:00:00.00,0,6.58618,0.291338,0,0.684463,0,22.6431,0,0.0215503,0,0,0,48.9071,0,0,11.8633,84.4109,83.4351,0.684463,-2.84217e-14
52,1980-02-22,00:00:00.00,0,0,0.291338,0,0.684463,0,23.5904,0,0.0206147,0,0,0,48.9071,0,0,10.9169,84.4109,83.4351,0.684463,0
53,1980-02-23,00:00:00.00,0,0,0.291338,0,0.684463,0,24.4056,0,0.0198361,0,0,0,48.9071,0,0,10.1024,84.4109,83.4351,0.684463,-1.42109e-14
54,1980-02-24,00:00:00.00,0,0,0.291338,0,0.684463,0,25.2808,0,0.019042,0,0,0,48.9071,0,0,9.22809,84.4109,83.4351,0.684463,-1.42109e-14
55,1980-02-25,00:00:00.00,0,3.53242,0.291338,0,0.684463,0,25.9753,0,0.0184282,0,0,0,49.7363,0,0,11.2374,87.9433,86.9675,0.684463,-1.42109e-14
56,1980-02-26,00:00:00.00,0,2.76094,0.291338,0,0.684463,0,26.9402,0,0.0176167,0,0,0,51.9391,0,0,10.8315,90.7042,89.7284,0.684463,0
57,1980-02-27,00:00:00.00,0,3.65536,0.291338,0,0.684463,0,28.0593,0,0.025863,0,0,0,54.6834,0.176714,0,10.4385,94.3596,93.3838,0.684463,-1.42109e-14
58,1980-02-28,00:00:00.00,0.111219,4.14742,0.291338,0,0.685158,0,29.2504,0,0.380242,0,0.132641,0,57.1117,0.955299,8.30191e-06,9.81073,98.6175,97.6424,0.685158,0
59,1980-02-29,00:00:00.00,0,2.8806,0.291338,0,0.685641,0,30.4338,0,0.610153,0,0.217882,0,59.5762,0.805167,0,8.87613,101.496,100.523,0.687032,1.42109e-14
60,1980-03-01,00:00:00.00,0,0,0.291338,0,0.686625,0,31.6481,0,0.884554,0,0.371626,0,59.1491,0.767375,0,7.69413,101.493,100.523,0.690373,-1.42109e-14
61,1980-03-02,00:00:00.00,0,0,0.291338,0,0.686611,0,32.8496,0,0.890206,0,0.369541,0,59.5405,0.325644,0,6.5351,101.489,100.523,0.694685,1.42109e-14
62,1980-03-03,00:00:00.00,0,3.47732,0.291338,0,0.686755,0,34.0847,0,0.931063,0,0.385292,0,60.2808,0.257358,0,8.04413,104.961,104,0.699126,-2.84217e-14
63,1980-03-04,00:00:00.00,0,5.19274,0.291338,0,0.686718,0,35.2683,0,0.888383,0,0.380782,0,64.3545,0.00671092,0,8.27292,110.15,109.193,0.703673,-2.84217e-14
64,1980-03-05,00:00:00.00,0,3.05208,0.291338,0,0.686681,0,36.2106,0,0.854655,0,0.376345,0,66.5805,0,0,8.1972,113.197,112.245,0.708147,2.84217e-14
65,1980-03-06,00:00:00.00,0,0,0.291338,0,0.686645,0,37.1678,0,0.821532,0,0.37198,0,66.5805,0,0,7.27305,113.193,112.245,0.712548,1.42109e-14
66,1980-03-07,00:00:00.00,0,0,0.291338,0,0.68661,0,38.161,0,0.788644,0,0.367685,0,66.5805,0,0,6.31282,113.189,112.245,0.716878,0
67,1980-03-08,00:00:00.00,0,0,0.291338,0,0.686576,0,39.28,0,0.73671,0,0.36346,0,66.5805,0,0,5.2457,113.184,112.245,0.721138,4.26326e-14
68,1980-03-09,00:00:00.00,0,0,0.291338,0,0.686542,0,40.5449,0,0.652669,0,0.359301,0,66.5805,3.44844e-06,0,4.06489,113.18,112.245,0.72533,2.84217e-14
69,1980-03-10,00:00:00.00,0,9.75439,0.291338,0,0.686509,0,41.8028,0,0.619111,0,0.355209,0,69.3329,0,0,9.84252,122.93,122,0.729455,1.42109e-14
70,1980-03-11,00:00:00.00,0,0,0.291338,0,0.686476,0,43.1233,0,0.585588,0,0.351182,0,69.3329,3.43982e-06,0,8.55553,122.926,122,0.733515,4.26326e-14
71,1980-03-12,00:00:00.00,0,0,0.291338,0,0.686445,0,44.4899,0,0.553511,0,0.347218,0,69.2948,0.0381208,0,7.221,122.922,122,0.737511,-1.42109e-14
72,1980-03-13,00:00:00.00,0,7.75633,0.291338,0,0.686414,0,45.7374,0,0.52497,0,0.343316,0,72.2056,0,0,10.8856,130.675,129.756,0.741444,1.42109e-13
73,1980-03-14,00:00:00.00,0,0,0.291338,0,0.686383,0,47.142,0,0.49542,0,0.339475,0,72.1686,0.0370878,0,9.5106,130.671,129.756,0.745315,1.13687e-13
74,1980-03-15,00:00:00.00,0,0,0.291338,0,0.686353,0,48.5476,0,0.467963,0,0.335693,0,72.1876,0.017013,0,8.13344,130.667,129.756,0.749126,2.84217e-14
75,1980-03-16,00:00:00.00,0,0,0.291338,0,0.686324,0,49.8476,0,0.442865,0,0.331971,0,72.2046,0,0,6.85854,130.663,129.756,0.752878,2.84217e-14
76,1980-03-17,00:00:00.00,0,0,0.291338,0,0.686295,0,51.1032,0,0.417779,0,0.328305,0,72.2046,0,0,5.62799,130.66,129.756,0.756572,5.68434e-14
77,1980-03-18,00:00:00.00,0,0,0.291338,0,0.686267,0,52.5297,0,0.371235,0,0.324696,0,72.1155,0.0838696,0,4.25327,130.656,129.756,0.76021,8.52651e-14
78,1980-03-19,00:00:00.00,0,0,0.291338,0,0.686678,0,53.9079,0,0.391384,0,0.370995,0,71.8189,0.239468,0,2.94522,130.652,129.756,0.76423,8.52651e-14
79,1980-03-20,00:00:00.00,0,0,0.291338,0,0.68974,0,55.2582,0,0.542095,0,0.753708,0,70.3372,1.04449,0,1.72773,130.644,129.756,0.771723,5.68434e-14
80,1980-03-21,00:00:00.00,0,0,0.291338,0,0.68964,0,56.2865,0,0.380917,0,0.743352,0,71.3764,0.00526912,0,0.86056,130.634,129.756,0.782178,8.52651e-14
81,1980-03-22,00:00:00.00,0,0,0.291338,0,0.690351,0,57.0416,0,0.375387,0,0.809611,0,70.7536,0.426934,0,0.23407,130.623,129.756,0.793244,5.68434e-14
82,1980-03-23,00:00:00.00,0,0,0.291338,0,0.697362,0,57.4428,0,0.722177,0,1.63865,0,68.1841,1.57653,0,0.0511606,130.604,129.756,0.812032,-2.84217e-14
83,1980-03-24,00:00:00.00,0,0,0.291338,0,0.700792,0,57.7436,0,0.928625,0,1.9736,0,67.5908,1.31928,0,0.026837,130.575,129.756,0.841261,-2.84217e-14
84,1980-03-25,00:00:00.00,0,0,0.291338,0,0.700423,0,58.0331,0,0.645256,0,1.94168,0,68.9101,0,0,0.020651,130.543,129.756,0.87355,0
85,1980-03-26,00:00:00.00,0,0,0.291338,0,0.700065,0,58.2431,0,0.439239,0,1.91048,0,68.9101,1.60633e-06,0,0.0166534,130.511,129.756,0.905113,2.84217e-14
86,1980-03-27,00:00:00.00,0.000826822,2.92929,0.291338,0,0.700668,0,59.9573,0,0.537519,0,1.95546,0,68.9892,0.329215,0,0.648697,133.409,132.686,0.936921,-5.68434e-14
87,1980-03-28,00:00:00.00,0,0,0.291338,0,0.702755,0,60.7745,0,0.544477,0,2.1338,0,68.405,0.489945,0,0.0330641,133.375,132.686,0.971418,-1.42109e-13
88,1980-03-29,00:00:00.00,0,4.22356,0.291338,0,0.702327,0,62.4066,0,0.506981,0,2.09807,0,69.794,0.000239105,0,1.76261,137.562,136.91,1.00757,0
89,1980-03-30,00:00:00.00,0,0,0.291338,0,0.701913,0,63.8547,0,0.398334,0,2.06317,0,69.7943,0,0,0.423179,137.527,136.91,1.04289,8.52651e-14
90,1980-03-31,00:00:00.00,0,0,0.291338,0,0.701511,0,64.3632,0,0.266447,0,2.02908,0,69.7878,0.00019582,0,0.0528266,137.492,136.91,1.07739,2.84217e-14
91,1980-04-01,00:00:00.00,0,0,0.291338,0,0.701121,0,64.4872,0,0.173033,0,1.99576,0,69.7875,0.000178321,0,0.0226127,137.459,136.91,1.11109,2.84217e-14
92,1980-04-02,00:00:00.00,0,0,0.291338,0,0.703836,0,64.6111,0,0.402112,0,2.22909,0,68.2468,0.927903,0,0.0105045,137.423,136.91,1.14713,5.68434e-14
93,1980-04-03,00:00:00.00,0,0,0.291338,0,0.70349,0,64.7768,0,0.311891,0,2.19981,0,68.7106,0.383102,0,0.00723924,137.384,136.91,1.18553,5.68434e-14
94,1980-04-04,00:00:00.00,0,0,0.291338,0,0.703648,0,64.9062,0,0.328793,0,2.21175,0,68.5229,0.377052,0,0.00442127,137.346,136.91,1.22374,5.68434e-14
95,1980-04-05,00:00:00.00,0.00158767,3.49861,0.291338,0,0.704575,0,66.7986,0,0.479357,0,2.2962,0,68.8511,0.487078,0,0.898701,140.807,140.41,1.26304,2.84217e-14
96,1980-04-06,00:00:00.00,0.0336701,5.23405,0.291338,0,0.70718,0,68.7966,0,0.840531,0,2.55507,0,69.9118,0.629091,0,2.3002,146.032,145.677,1.30586,-2.84217e-14
97,1980-04-07,00:00:00.00,0.0438488,3.15729,0.291338,0,0.711536,0,70.8068,0,1.12508,0,2.99195,0,70.3382,0.884208,0,2.03415,149.183,148.879,1.35565,-2.84217e-14
98,1980-04-08,00:00:00.00,0,0,0.291338,0,0.710984,0,72.6296,0,0.935612,0,2.94693,0,70.59,0.523754,0,0.501318,149.13,148.879,1.40925,0
99,1980-04-09,00:00:00.00,0.0471056,3.533,0.291338,0,0.71355,0,74.7047,0,1.1767,0,3.19721,0,70.4969,0.730822,0,1.34292,152.654,152.459,1.46486,0
100,1980-04-10,00:00:00.00,0.0245162,5.0418,0.291338,0,0.715881,0,76.8532,0,1.43426,0,3.41489,0,71.753,0.831984,0,2.36539,157.66,157.525,1.52536,0
101,1980-04-11,00:00:00.00,0,0,0.291338,0,0.723719,0,78.9632,0,1.65014,0,4.18741,0,69.9227,1.22892,0,0.621807,157.589,157.525,1.59604,-2.84217e-14
102,1980-04-12,00:00:00.00,0,0,0.291338,0,0.738638,0,80.3126,-1.6233e-19,1.68024,0,5.68167,0,66.9843,1.74356,0,0.0635492,157.496,157.525,1.68947,-2.84217e-14
103,1980-04-13,00:00:00.00,0,0,0.291338,0,0.786395,0,81.8226,0,2.40551,0.175467,9.51472,0,59.5981,2.73694,0,0.00865414,157.34,157.525,1.84558,-2.84217e-14
104,1980-04-14,00:00:00.00,0,0,0.291338,0,0.904695,0,83.5675,0,3.00043,0.942353,15.6961,0,50.1699,2.44215,0,0.0031058,157.018,157.525,2.16774,0
105,1980-04-15,00:00:00.00,2.30568,0.172998,0.291338,0,1.0453,0,86.0931,0,4.08299,1.6036,22.1923,0,41.5427,2.04995,1.10373e-05,0.0138262,158.915,160.004,2.74881,1.13687e-13
106,1980-04-16,00:00:00.00,0,0,0.291338,0,1.09249,0,88.3281,0,3.31437,1.1759,27.1822,0,35.0273,1.73295,0,0.00159043,158.146,160.004,3.51768,2.84217e-14
107,1980-04-17,00:00:00.00,0,0,0.291338,0,1.17653,0,90.1238,0,2.94572,1.25915,31.7688,0,28.2795,1.40002,0,0.00129315,157.246,160.004,4.41778,2.84217e-14
108,1980-04-18,00:00:00.00,0,0,0.291338,0,1.2251,0,91.8927,0,2.59968,0.975117,36.3829,0,21.7605,1.08514,0,0.00105743,156.213,160.004,5.45049,2.84217e-14
109,1980-04-19,00:00:00.00,0,0,0.291338,0,1.22584,0,93.4285,0,2.02725,0.302603,39.0431,0,17.9198,0.892199,0,0.000825299,155.131,160.004,6.5325,-8.52651e-14
110,1980-04-20,00:00:00.00,8.22099,1.17563,0.291338,0,1.31545,0,96.8707,-1.71257e-18,4.01227,0.625905,42.7701,0,15.2231,0.756513,0.828536,0.661797,163.356,169.4,7.70487,-5.68434e-14
111,1980-04-21,00:00:00.00,4.22884,0.517585,0.291338,0,1.34035,0,100.443,0,4.85523,0.411618,44.8333,0,12.8008,0.635844,0.564821,0.639331,166.815,174.147,8.99174,8.52651e-14
112,1980-04-22,00:00:00.00,0,0,0.291338,0,1.37636,0,103.68,0,3.21343,0.586311,46.2542,0,9.36102,0.466465,0.000256051,0.238356,165.467,174.147,10.3395,8.52651e-14
113,1980-04-23,00:00:00.00,0,0,0.291338,0,1.4032,0,105.236,0,2.35663,0.645583,47.2395,0,6.55266,0.327321,0,0.00475997,164.057,174.147,11.7502,-2.84217e-14
114,1980-04-24,00:00:00.00,1.56741,0.00123392,0.291338,0,1.4444,0,107.178,0,2.24588,0.891938,47.4666,0,4.40789,0.220394,0,0.000853231,164.147,175.715,13.2289,-2.84217e-14
115,1980-04-25,00:00:00.00,1.12463,0.00498076,0.291338,0,1.40896,0,108.958,0,1.73597,0.478512,47.3269,0,3.4208,0.17104,0,0.000682318,163.792,176.845,14.7133,-8.52651e-14
116,1980-04-26,00:00:00.00,0,0,0.291338,0,1.38624,0,109.981,0,0.845105,0.371141,46.668,0,2.68832,0.134416,0,0.000374981,162.366,176.845,16.1396,0
117,1980-04-27,00:00:00.00,0,0,0.291338,0,1.37852,0,110.459,0,0.488942,0.370254,45.9202,0,1.96298,0.0981488,0,6.31949e-05,160.97,176.845,17.5354,2.84217e-14
118,1980-04-28,00:00:00.00,0,0,0.291338,0,1.36098,0,110.729,0,0.295121,0.369861,44.9898,0,1.48899,0.0744495,0,0,159.599,176.845,18.906,-2.84217e-14
119,1980-04-29,00:00:00.00,13.1023,0.000694838,0.291338,0,1.41296,0,115.696,-3.74284e-17,5.93814,0.510574,46.1802,0,1.17358,0.0586791,0.0354218,3.99769e-05,171.297,189.948,20.311,-1.7053e-13
120,1980-04-30,00:00:00.00,0,0,0.291338,0,1.35642,0,120.053,0,1.65661,0.264491,45.157,0,1.06452,0.0532262,0.00011692,0,169.897,189.948,21.7114,-5.68434e-14
121,1980-05-01,00:00:00.00,0,0,0.291338,0,1.32327,0,121.478,0,0.261373,0.161294,44.1158,0,0.909746,0.0454873,0,0,168.586,189.948,23.0222,0
122,1980-05-02,00:00:00.00,0,0,0.291338,0,1.30222,0,121.57,0,0.201702,0.1431,43.0729,0,0.712279,0.0356139,0,0,167.329,189.948,24.2788,0
123,1980-05-03,00:00:00.00,0,0,0.291338,0,1.29415,0,121.623,0,0.183251,0.208407,42.0549,0,0.425753,0.0212877,0,0,166.102,189.948,25.5062,-2.84217e-14
124,1980-05-04,00:00:00.00,0,0,0.291338,0,1.2672,0,121.679,0,0.147023,0.135907,41.0608,0,0.312754,0.0156377,0,0,164.91,189.948,26.6987,0
125,1980-05-05,00:00:00.00,0,0,0.291338,0,1.24779,0,121.722,0,0.123914,0.126777,40.0487,0,0.193686,0.00968432,0,0,163.764,189.948,27.8447,8.52651e-14
126,1980-05-06,00:00:00.00,18.1997,0,0.291338,0,1.24849,0,127.303,-3.2046e-18,12.3914,0.208992,39.263,0,0.121035,0.00605176,0.00287452,0,180.836,208.148,28.9721,-5.68434e-14
127,1980-05-07,00:00:00.00,4.21486,0.000211842,0.291338,0,1.23404,0,132.645,0,10.5272,0.140366,39.0221,0,0.0707099,0.00353549,0.00316767,0,183.937,212.363,30.0857,8.52651e-14
128,1980-05-08,00:00:00.00,0,0,0.291338,0,1.20531,0,137.885,0,5.29834,0.0693853,38.0608,0,0.0541336,0.00270668,0.000176454,0,182.867,212.363,31.1561,-2.84217e-14
129,1980-05-09,00:00:00.00,2.19227,0.00278228,0.291338,0,1.18317,0,142.887,0,2.48371,0.0326881,37.1187,0,0.0435344,0.00217672,0,0,184.042,214.558,32.1757,-5.68434e-14
130,1980-05-10,00:00:00.00,5.08089,0.0253295,0.291338,0,1.17662,0,147.051,0,2.69496,0.0189271,36.8844,0,0.0377862,0.00188931,7.77851e-05,0.000329409,188.158,219.664,33.1665,-5.68434e-14
131,1980-05-11,00:00:00.00,0,0,0.291338,0,1.15926,0,149.701,0,0.047065,0.012346,35.9529,0,0.0254233,0.00127117,0,0,187.191,219.664,34.1335,2.84217e-14
132,1980-05-12,00:00:00.00,5.05153,0.00190021,0.291338,0,1.14345,0,153.66,-2.708e-20,1.12002,0.0116382,35.0655,0,0.0177601,0.000888007,0,0,191.31,224.717,35.0673,-2.84217e-14
133,1980-05-13,00:00:00.00,3.68787,0.00293844,0.291338,0,1.1305,0,156.714,0,1.56613,0.00768589,34.3719,0,0.0142384,0.00071192,0,0,194.096,228.408,35.9723,-1.13687e-13
134,1980-05-14,00:00:00.00,1.81873,0.00290309,0.291338,0,1.1152,0,159.173,0,0.925769,0.00422957,33.5199,0,0.0114866,0.000574332,0,0,195.041,230.23,36.8491,0
135,1980-05-15,00:00:00.00,6.16286,0.00598037,0.291338,0,1.11625,0,163.378,0,1.91228,0.00366852,33.6351,0,0.00990467,0.000495234,0.00034406,0,200.347,236.399,37.7116,1.7053e-13
136,1980-05-16,00:00:00.00,2.97719,0.0664088,0.291338,0,1.10205,0,166.551,0,1.75493,0.00139434,32.8307,0,0.0100003,0.000500016,0,0,202.542,239.442,38.561,-8.52651e-14
137,1980-05-17,00:00:00.00,0,0,0.291338,0,1.0881,0,168.292,0,0.0141842,0.000605783,32.026,0,0.00815869,0.000407935,0,0,201.72,239.442,39.3822,2.84217e-14
138,1980-05-18,00:00:00.00,0,0,0.291338,0,1.07479,0,168.296,0,0.00995432,0.000707411,31.2466,0,0.00674881,0.000337441,0,0,200.926,239.442,40.1762,2.84217e-14
139,1980-05-19,00:00:00.00,0,0,0.291338,0,1.06203,0,168.299,0,0.00736517,0.000787837,30.4928,0,0.00534627,0.000267314,0,0,200.159,239.442,40.9441,-2.84217e-14
140,1980-05-20,00:00:00.00,0,0,0.291338,0,1.04978,0,168.3,0,0.00601778,0.000714775,29.7635,0,0.00412441,0.000206221,0,0,199.416,239.442,41.6869,-2.84217e-14
141,1980-05-21,00:00:00.00,5.61049,0.00786327,0.291338,0,1.03823,0,172.603,-1.70657e-19,1.31236,0.00072359,29.0654,0,0.00361908,0.000180954,4.41516e-05,0,204.315,245.061,42.406,2.84217e-14
142,1980-05-22,00:00:00.00,10.1196,0.0141876,0.291338,0,1.09212,0,177.242,0,2.5925,0.000889661,32.4639,0,0.00348753,0.000174377,0.000278427,0.000703445,213.687,255.194,43.1675,0
143,1980-05-23,00:00:00.00,5.49397,0.0430684,0.291338,0,1.09281,0,181.754,0,2.73207,0.000336174,32.5338,0,0.00359493,0.000179746,2.14584e-05,3.79152e-05,218.408,260.731,43.9835,1.13687e-13
144,1980-05-24,00:00:00.00,0.75437,0.142017,0.291338,0,1.0794,0,184.717,0,0.662262,0,31.7447,0,0.00608641,0.000129013,0,0,218.501,261.628,44.7867,-5.68434e-14
145,1980-05-25,00:00:00.00,1.37258,0.0897065,0.291338,0,1.0666,0,186.241,0,0.599837,0,30.9826,0,0.00486483,0.000114703,0,0,219.187,263.09,45.5638,5.68434e-14
146,1980-05-26,00:00:00.00,5.14504,0.339209,0.291338,0,1.0648,0,189.988,0,1.64943,0,30.9001,0,0.0121813,0.000429853,0,0.002324,223.908,268.574,46.3263,-8.52651e-14
