observed_data_series,filename,DIAG_PCT_BIAS,DIAG_NASH_SUTCLIFFE,DIAG_LOG_NASH,DIAG_R2,DIAG_CUMUL_FLOW,DIAG_KLING_GUPTA,
HYDROGRAPH_ALL[1],Flow/TRAPPING_CREEK_NEAR_THE_MOUTH_Flow.rvt,-6.16506,0.762312,0.536878,0.780116,-0.0616506,0.721144,
