Name,HydroID,Downstream,riparianX,riparianY,Zmean,Length,Slope,Aspect,DrainageArea,meanQ,Qbankfull,Width,Depth,ManningN,ChannelArea,Station Number,Type,Longitude,Latitude,LakeID,RiparianID,Notes
TRAPPING CREEK NEAR THE MOUTH,1,-1,-118.96877912547009,49.63302242069788,1196.0012688035606,24.177395146972472,0.02531279563710626,151.32881664156753,147.99600007954976,1.8751140312943424,18.751140312943424,21.148653789440345,1.8151336129037061,0.04,0.511319359493816,NA,NA,NA,NA,NA,NA,NA
