ID,AREA,ELEVATION,LATITUDE,LONGITUDE,BASIN_ID,LAND_USE_CLASS,VEG_CLASS,SOIL_PROFILE,AQUIFER_PROFILE,TERRAIN_CLASS,SLOPE,ASPECT,harvest_year,burn_year,forest_class
72,0.0667,1226,49.6399,-118.9312,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],14,35,1989,0,MS
73,0.0049,1244,49.6094,-118.9859,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,47,1987,1924,MS
74,0.0422,1191,49.6657,-118.8961,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,178,1986,0,MS
75,0.1254,1210,49.6676,-118.8957,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,183,1983,0,MS
76,0.0165,1248,49.6614,-118.9409,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,71,0,1986,MS
77,0.1517,1202,49.6391,-118.947,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],16,21,0,1933,MS
78,0.627,1211,49.657,-118.9574,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,124,0,1930,MS
79,0.1297,1211,49.5742,-119.0182,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],3,96,0,1925,MS
80,6.4078,1198,49.6405,-118.9997,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],12,193,0,1924,MS
81,0.1921,1170,49.6518,-118.9647,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,172,0,1924:1930,MS
82,11.3202,1204,49.634,-118.9631,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],9,160,0,0,MS
83,0.0391,1188,49.6621,-118.9017,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],7,85,0,0,MS
84,0.3664,1182,49.6628,-118.9018,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],3,153,0,0,MS
85,0.0098,1231,49.612,-118.9821,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],24,21,1992,1924,MS
86,6e-4,1232,49.609,-118.9871,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],31,45,1987,1924,MS
87,0.0024,1199,49.6393,-118.9456,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],20,173,0,1933,MS
88,0.0391,1193,49.6184,-118.9785,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],30,37,0,1924,MS
89,0.0116,1181,49.6033,-118.9897,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],23,18,0,0,MS
90,6e-4,1315,49.636,-118.8935,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],0,0,1992,0,MS
91,0.0018,1282,49.6576,-118.9687,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],21,199,2017,1924,MS
92,0.0031,1326,49.666,-118.9574,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,211,1998,1930,MS
93,6e-4,1334,49.6717,-118.8987,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],20,190,1984,0,MS
94,0.0141,1284,49.6704,-118.8957,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,192,1983,0,MS
95,0.0202,1330,49.6692,-118.9539,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],25,176,0,1930,MS
96,0.0196,1272,49.6546,-118.9864,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],23,203,0,1924,MS
97,0.0447,1279,49.6579,-118.9372,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],25,182,0,0,MS
98,0.107,1283,49.6394,-119.0108,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],11,258,2018,1924,MS
99,0.0367,1340,49.6728,-118.9212,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],4,200,2018,0,MS
100,0.1719,1287,49.6625,-118.9607,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],14,222,2017,1930,MS
101,0.0067,1341,49.5754,-118.9888,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],13,89,2017,1925,MS
102,0.0361,1280,49.658,-118.9679,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],19,228,2017,1924,MS
103,0.1492,1318,49.6182,-118.9745,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],12,223,2017,0,MS
104,0.1456,1306,49.6458,-118.9972,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,230,2013,1924,MS
105,0.2404,1317,49.6314,-118.9567,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],12,55,2013,0,MS
106,0.1015,1305,49.576,-118.9921,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,84,2006,1925,MS
107,0.0875,1292,49.6627,-118.961,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],13,229,1998,1930,MS
108,0.0055,1258,49.6587,-118.965,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],11,221,1998,0,MS
109,0.0024,1280,49.6633,-119.0041,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],11,155,1993,1924,MS
110,0.2441,1305,49.6559,-118.9857,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,167,1993,0,MS
111,0.0312,1259,49.6123,-118.9812,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],18,60,1992,1924,MS
112,0.3566,1315,49.6593,-118.9102,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,222,1992,0,MS
113,0.0061,1344,49.604,-118.9737,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,29,1991,1924,MS
114,0.0575,1300,49.6477,-118.8988,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,37,1991,0,MS
115,0.1529,1316,49.6704,-118.9273,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,158,1990,0,MS
116,0.1737,1283,49.6379,-118.9286,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],10,47,1989,0,MS
117,0.0031,1348,49.6272,-118.9326,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],2,84,1988,0,MS
118,0.4881,1313,49.6068,-118.9814,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,79,1987,1924,MS
119,0.0159,1336,49.6721,-118.8973,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],14,209,1984,0,MS
120,0.085,1289,49.6705,-118.8963,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],15,191,1983,0,MS
121,0.0165,1305,49.6335,-118.8986,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],4,228,1970,0,MS
122,0.1168,1259,49.6598,-118.9399,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],3,72,0,1986,MS
123,0.2288,1306,49.6355,-118.9455,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],15,306,0,1933,MS
124,0.438,1302,49.6661,-118.955,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],15,214,0,1930,MS
125,0.2667,1306,49.5771,-118.993,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,96,0,1925,MS
126,3.9697,1293,49.6394,-118.9901,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],11,124,0,1924,MS
127,0.0061,1347,49.68,-118.9144,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],10,98,0,0,ESSF
128,17.2509,1297,49.6444,-118.9665,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,177,0,0,MS
129,0.0061,1311,49.6279,-118.9068,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],3,50,0,0,MS
130,0.0098,1341,49.6059,-118.9762,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],8,165,0,0,MS
131,0.0049,1316,49.6297,-118.9042,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],4,116,0,0,MS
132,0.019,1345,49.6068,-118.9766,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],10,108,0,0,MS
133,0.1119,1310,49.6307,-118.9054,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],3,91,0,0,MS
134,0.0122,1297,49.6361,-118.947,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,21,0,1933,MS
135,0.0128,1294,49.6247,-118.9692,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],26,36,0,1924,MS
136,0.0086,1289,49.6337,-118.9546,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,15,0,0,MS
137,6e-4,1419,49.6779,-118.9628,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],20,170,2013,1930,MS
138,6e-4,1428,49.6866,-119.0189,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],24,159,1993,0,MS
139,0.0177,1385,49.674,-118.962,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,181,0,1930,MS
140,0.0073,1409,49.676,-118.9219,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],22,186,0,0,ESSF
141,0.0367,1411,49.6775,-119.017,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,180,0,0,MS
142,6e-4,1450,49.6918,-119.0088,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],15,57,2021,0,ESSF
143,0.0697,1370,49.6582,-118.9866,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],9,80,2018,1924,MS
144,0.0495,1400,49.6714,-119.0041,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],9,193,2018,0,MS
145,0.1272,1373,49.5756,-118.9855,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,94,2017,1925,MS
146,0.0942,1388,49.6217,-118.9669,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,62,2017,1924,MS
147,0.0471,1386,49.6147,-118.9675,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,197,2017,0,MS
148,0.9322,1412,49.6724,-118.9683,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,201,2013,1930,MS
149,0.2844,1370,49.6546,-118.9796,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,211,2013,1924,MS
150,0.2477,1415,49.6876,-118.9096,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],4,198,2013,0,ESSF
151,0.4269,1396,49.6609,-118.9725,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],4,162,2013,0,MS
152,0.145,1435,49.6935,-118.9152,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],6,239,2012,0,ESSF
153,0.0575,1383,49.6238,-118.9584,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,310,2011,0,MS
154,0.0752,1407,49.6682,-118.9668,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,277,1998,1930,MS
155,0.0281,1408,49.6777,-118.9691,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],9,151,1996,1930,MS
156,0.041,1445,49.6823,-118.9547,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],4,146,1993,1930,MS
157,0.2606,1379,49.6765,-119.0096,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,174,1993,0,MS
158,0.0593,1440,49.6827,-118.9762,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,161,1992,1930,MS
159,0.2269,1396,49.6841,-118.9186,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],6,229,1992,0,ESSF
160,0.1015,1355,49.6765,-118.9207,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,230,1992,0,MS
161,0.0202,1368,49.6037,-118.9738,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,32,1991,1924,MS
162,0.0086,1366,49.5982,-118.9735,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,50,1991,0,MS
163,0.1083,1435,49.6822,-118.9575,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,162,1990,1930,MS
164,0.0018,1400,49.6156,-118.9707,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,196,1990,1924,MS
165,0.282,1407,49.6807,-118.9277,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],9,207,1990,0,ESSF
166,0.1431,1419,49.6756,-118.9392,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],9,208,1990,0,MS
167,1.0044,1422,49.6825,-119.0236,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,203,1989,0,MS
168,6e-4,1364,49.6276,-118.9385,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,291,1988,1933,MS
169,0.0153,1356,49.6276,-118.9316,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],4,98,1988,0,MS
170,0.1003,1367,49.6109,-118.9745,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,84,1987,1924,MS
171,0.0043,1392,49.674,-118.8987,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],14,208,1984,0,ESSF
172,0.0135,1366,49.6729,-118.8983,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],13,190,1984,0,MS
173,0.0538,1444,49.6958,-118.8975,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],4,190,1975,0,ESSF
174,0.0171,1405,49.6279,-118.9252,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,131,1973,0,MS
175,6e-4,1409,49.6276,-118.9247,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,117,1968,0,MS
176,0.3181,1383,49.631100000000004,-118.9434,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],10,292,0,1933,MS
177,3.5165,1401,49.6754,-118.9727,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],6,198,0,1930,MS
178,0.2936,1388,49.5786,-118.9831,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,102,0,1925,MS
179,1.0411,1374,49.6376,-118.9781,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,103,0,1924,MS
180,3.2094,1411,49.6851,-118.9114,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],7,175,0,0,ESSF
181,8.1028,1390,49.6556,-118.9857,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],8,174,0,0,MS
182,0.0037,1368,49.6075,-118.976,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],11,119,0,0,MS
183,0.0239,1359,49.6074,-118.9763,1,WET_LAND,WET_LAND,SOIL,[NONE],[NONE],14,105,0,0,MS
184,6e-4,1353,49.6235,-118.9684,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],22,29,0,1924,MS
185,0.0012,1500,49.7,-118.9244,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],23,153,1990,0,ESSF
186,0.0031,1490,49.6932,-119.0083,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],22,172,1989,0,ESSF
187,0.019,1489,49.6912,-119.0036,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],24,200,0,0,ESSF
188,0.211,1511,49.6915,-119.0053,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],16,99,2021,0,ESSF
189,0.0636,1481,49.689,-119.0089,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],9,111,2021,0,MS
190,0.082,1538,49.7018,-119.0073,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],7,247,2019,0,ESSF
191,0.0997,1474,49.6794,-118.9405,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],5,216,2018,0,ESSF
192,0.0746,1465,49.6776,-118.945,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,139,2018,0,MS
193,0.0165,1461,49.6858,-118.8984,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],2,45,2014,0,ESSF
194,0.4031,1514,49.6894,-118.9659,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],7,197,2013,1930,ESSF
195,0.2777,1463,49.6837,-118.9699,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],7,180,2013,1930,MS
196,0.5297,1517,49.6938,-118.9473,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],8,229,2013,0,ESSF
197,0.0012,1461,49.6819,-118.951,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],5,134,2013,0,MS
198,0.022,1509,49.6876,-118.9453,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],4,124,2012,1930,ESSF
199,0.6392,1519,49.6922,-118.9377,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],5,170,2012,0,ESSF
200,6e-4,1500,49.6855,-118.9454,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],3,162,2000,1930,ESSF
201,0.0202,1500,49.6847,-118.9412,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],3,169,2000,0,ESSF
202,0.2557,1533,49.6975,-119.0203,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],7,197,1995,0,ESSF
203,0.0055,1544,49.6979,-119.0033,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],24,83,1994,0,ESSF
204,0.019,1475,49.6872,-118.9568,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],6,186,1993,1930,ESSF
205,0.0447,1459,49.6848,-118.956,1,FOREST_MS,FOREST_MS,SOIL,[NONE],[NONE],4,189,1993,1930,MS
206,0.2728,1514,49.695,-119.0139,1,FOREST_ESSF,FOREST_ESSF,SOIL,[NONE],[NONE],6,190,1993,0,ESSF
